"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 03, 2018","85.00","86.00","86.00","82.00","1.28K","-1.16%"
"Nov 30, 2018","86.00","86.00","86.80","85.00","42.56K","3.61%"
"Nov 28, 2018","83.00","83.50","83.50","83.00","30.40K","-2.35%"
"Nov 27, 2018","85.00","84.30","85.00","84.30","1.19K","4.29%"
"Nov 26, 2018","81.50","81.50","81.50","81.50","3.00K","-3.55%"
"Nov 23, 2018","84.50","81.30","84.50","81.30","2.61K","-0.47%"
"Nov 21, 2018","84.90","81.30","84.90","81.30","8.66K","4.43%"
"Nov 19, 2018","81.30","81.30","81.30","81.30","3.00K","-7.61%"
"Nov 16, 2018","88.00","81.00","88.00","81.00","11.65K","3.53%"
"Nov 15, 2018","85.00","81.00","85.00","81.00","4.28K","-3.30%"
"Nov 14, 2018","87.90","88.00","88.00","87.90","10.07K","4.27%"
"Nov 09, 2018","84.30","80.00","84.30","80.00","1.01K","5.38%"
"Nov 08, 2018","80.00","80.00","80.00","80.00","0.04K","0.00%"
"Nov 07, 2018","80.00","80.00","80.00","80.00","6.50K","1.27%"
"Nov 05, 2018","79.00","81.00","84.40","79.00","88.30K","-2.47%"
"Nov 02, 2018","81.00","82.20","82.20","80.00","6.94K","-1.22%"
"Nov 01, 2018","82.00","82.00","82.40","82.00","5.42K","2.50%"
"Oct 31, 2018","80.00","80.00","80.00","80.00","0.71K","-0.12%"
"Oct 30, 2018","80.10","80.10","80.10","80.00","53.50K","-1.11%"
"Oct 29, 2018","81.00","80.00","82.00","80.00","12.50K","1.50%"
"Oct 25, 2018","79.80","79.80","79.80","79.80","0.00K","6.40%"
"Oct 23, 2018","75.00","77.80","78.00","75.00","7.49K","-3.60%"
"Oct 19, 2018","77.80","77.80","77.80","77.80","0.19K","-0.38%"
"Oct 18, 2018","78.10","80.00","80.00","78.10","0.22K","-3.46%"
"Oct 17, 2018","80.90","80.90","80.90","80.90","0.10K","-0.12%"
"Oct 16, 2018","81.00","80.00","81.00","80.00","5.23K","-1.22%"
"Oct 12, 2018","82.00","84.70","84.70","82.00","0.23K","-3.42%"
"Oct 11, 2018","84.90","84.90","84.90","84.90","0.00K","3.54%"
"Oct 10, 2018","82.00","82.00","82.00","82.00","1.92K","0.00%"
"Oct 09, 2018","82.00","81.90","82.00","81.90","1.64K","2.37%"
"Oct 08, 2018","80.10","80.50","80.50","80.10","1.15K","-0.25%"
"Oct 05, 2018","80.30","80.00","80.30","80.00","2.12K","3.61%"
"Oct 02, 2018","77.50","77.00","77.50","77.00","0.60K","0.65%"
"Sep 28, 2018","77.00","77.00","77.10","77.00","1.19K","0.00%"
"Sep 26, 2018","77.00","77.00","77.00","77.00","4.02K","0.00%"
"Sep 25, 2018","77.00","78.00","78.00","77.00","10.80K","-0.13%"
"Sep 21, 2018","77.10","77.10","77.10","77.00","1.00K","-0.52%"
"Sep 20, 2018","77.50","79.00","79.00","77.50","10.32K","-1.90%"
"Sep 19, 2018","79.00","80.10","80.10","79.00","1.48K","-1.25%"
"Sep 18, 2018","80.00","83.00","83.00","80.00","1.14K","-0.62%"
"Sep 17, 2018","80.50","80.50","80.50","80.50","3.50K","0.00%"
"Sep 14, 2018","80.50","80.50","80.50","80.50","9.50K","0.00%"
"Sep 13, 2018","80.50","80.50","80.50","80.50","3.00K","0.00%"
"Sep 12, 2018","80.50","80.50","80.50","80.50","3.61K","0.00%"
"Sep 11, 2018","80.50","81.00","81.00","80.50","3.37K","0.00%"
"Sep 07, 2018","80.50","80.50","80.50","80.50","6.02K","0.00%"
"Sep 04, 2018","80.50","80.50","80.50","80.50","12.80K","0.00%"
"Sep 03, 2018","80.50","80.50","80.50","80.50","10.00K","0.00%"
"Aug 30, 2018","80.50","82.00","82.00","80.50","0.65K","3.21%"
"Aug 29, 2018","78.00","78.00","78.00","78.00","0.01K","0.00%"
"Aug 28, 2018","78.00","78.00","78.00","78.00","0.21K","-2.50%"
"Aug 27, 2018","80.00","77.10","80.00","77.00","2.67K","3.90%"
"Aug 24, 2018","77.00","77.00","77.00","77.00","0.01K","-4.35%"
"Aug 23, 2018","80.50","76.00","80.50","76.00","0.69K","4.55%"
"Aug 20, 2018","77.00","78.00","78.00","77.00","2.94K","-1.28%"
"Aug 17, 2018","78.00","78.00","78.50","78.00","1.07K","-2.50%"
"Aug 15, 2018","80.00","80.00","80.00","80.00","2.00K","1.27%"
"Aug 14, 2018","79.00","79.00","79.00","79.00","0.06K","-1.25%"
"Aug 13, 2018","80.00","80.20","80.20","80.00","5.30K","-1.23%"
"Aug 09, 2018","81.00","81.00","81.00","81.00","0.30K","0.75%"
"Aug 08, 2018","80.40","82.90","83.00","80.40","2.61K","0.50%"
"Aug 06, 2018","80.00","80.00","80.00","80.00","0.50K","0.00%"
"Aug 03, 2018","80.00","80.00","80.00","80.00","4.22K","0.00%"
"Aug 01, 2018","80.00","80.00","80.00","80.00","1.05K","-3.50%"
"Jul 31, 2018","82.90","80.00","82.90","80.00","0.00K","6.01%"
"Jul 30, 2018","78.20","80.00","80.00","78.20","2.00K","-2.25%"
"Jul 26, 2018","80.00","80.00","80.00","80.00","0.10K","-0.12%"
"Jul 25, 2018","80.10","80.00","80.10","80.00","4.00K","2.69%"
"Jul 24, 2018","78.00","78.00","78.00","78.00","1.00K","-2.62%"
"Jul 23, 2018","80.10","80.50","83.00","80.10","17.37K","0.00%"
"Jul 19, 2018","80.10","80.00","80.10","80.00","15.31K","-5.76%"
"Jul 17, 2018","85.00","85.00","85.00","85.00","0.01K","6.25%"
"Jul 13, 2018","80.00","79.50","80.00","79.50","3.93K","0.63%"
"Jul 12, 2018","79.50","80.00","80.00","79.50","3.05K","-0.63%"
"Jul 11, 2018","80.00","80.00","80.00","80.00","0.04K","0.63%"
"Jul 10, 2018","79.50","79.50","79.50","79.50","3.04K","0.00%"
"Jul 09, 2018","79.50","79.00","79.50","79.00","0.27K","0.63%"
"Jul 06, 2018","79.00","78.50","79.00","78.50","2.03K","0.00%"
"Jul 04, 2018","79.00","66.20","79.00","66.20","0.05K","1.28%"
"Jul 03, 2018","78.00","79.00","79.00","78.00","2.18K","-1.39%"
"Jul 02, 2018","79.10","79.10","79.10","79.10","0.01K","0.13%"
"Jun 29, 2018","79.00","79.10","79.10","79.00","2.00K","0.00%"
"Jun 28, 2018","79.00","79.00","83.00","79.00","0.46K","1.28%"
"Jun 25, 2018","78.00","83.00","83.00","78.00","1.12K","-2.50%"
"Jun 22, 2018","80.00","80.60","80.60","80.00","0.22K","-3.50%"
"Jun 21, 2018","82.90","82.90","82.90","80.00","0.66K","0.00%"
"Jun 20, 2018","82.90","82.90","82.90","82.90","0.01K","3.63%"
"Jun 18, 2018","80.00","81.50","81.50","80.00","3.01K","-2.32%"
"Jun 14, 2018","81.90","80.00","81.90","80.00","0.59K","-1.21%"
"Jun 12, 2018","82.90","80.00","82.90","80.00","1.49K","4.94%"
"Jun 08, 2018","79.00","79.00","79.00","79.00","0.10K","-1.25%"
"Jun 07, 2018","80.00","81.00","81.00","80.00","5.00K","-0.25%"
"Jun 05, 2018","80.20","80.60","80.60","80.20","22.32K","-0.99%"
"Jun 04, 2018","81.00","81.00","81.00","80.80","0.22K","0.00%"
"May 31, 2018","81.00","84.90","84.90","81.00","3.15K","-2.41%"
"May 30, 2018","83.00","83.60","84.80","83.00","10.31K","-6.00%"
"May 28, 2018","88.30","88.30","88.30","88.30","0.00K","5.12%"
"May 25, 2018","84.00","84.50","84.50","84.00","7.76K","-1.06%"
"May 24, 2018","84.90","84.90","84.90","84.90","0.00K","0.47%"
"May 23, 2018","84.50","84.00","84.50","84.00","0.58K","0.00%"
"May 22, 2018","84.50","84.10","84.50","84.10","1.53K","-0.59%"
"May 21, 2018","85.00","86.00","86.00","85.00","21.50K","-1.16%"
"May 18, 2018","86.00","87.00","87.00","86.00","6.36K","1.18%"
"May 17, 2018","85.00","86.00","86.00","85.00","0.44K","-1.16%"
"May 15, 2018","86.00","89.90","89.90","85.00","10.96K","0.58%"
"May 14, 2018","85.50","85.50","85.50","85.00","18.70K","-1.72%"
"May 11, 2018","87.00","86.90","87.00","86.90","23.80K","0.58%"
"May 10, 2018","86.50","86.80","87.00","86.50","16.00K","1.76%"
"May 09, 2018","85.00","86.80","86.80","85.00","1.00K","-0.58%"
"May 08, 2018","85.50","85.60","85.60","85.50","3.70K","-1.72%"
"May 04, 2018","87.00","90.00","90.00","84.00","275.47K","2.35%"
"May 03, 2018","85.00","93.50","93.50","85.00","32.69K","-3.41%"
"May 02, 2018","88.00","90.00","90.00","88.00","1.73K","-2.22%"
"Apr 27, 2018","90.00","90.00","90.00","90.00","0.31K","2.27%"
"Apr 26, 2018","88.00","90.00","90.00","88.00","2.41K","-3.30%"
"Apr 24, 2018","91.00","91.00","91.00","91.00","0.00K","1.11%"
"Apr 23, 2018","90.00","86.10","90.00","85.00","1.31K","3.45%"
"Apr 20, 2018","87.00","89.90","92.00","87.00","9.20K","-3.23%"
"Apr 19, 2018","89.90","89.90","89.90","89.90","0.02K","2.16%"
"Apr 16, 2018","88.00","88.00","88.00","88.00","0.02K","2.33%"
"Apr 11, 2018","86.00","86.00","86.00","86.00","0.20K","0.00%"
"Apr 10, 2018","86.00","86.00","86.00","86.00","0.10K","0.00%"
"Apr 06, 2018","86.00","86.00","86.00","86.00","0.02K","0.00%"
"Apr 03, 2018","86.00","86.00","86.00","86.00","1.82K","-7.43%"
"Apr 02, 2018","92.90","92.90","92.90","92.90","0.10K","8.65%"
"Mar 28, 2018","85.50","87.00","87.00","85.50","3.20K","0.59%"
"Mar 27, 2018","85.00","85.00","85.00","85.00","0.02K","-2.30%"
"Mar 23, 2018","87.00","87.00","87.00","87.00","1.00K","0.00%"
"Mar 22, 2018","87.00","87.00","87.00","87.00","1.07K","0.00%"
"Mar 21, 2018","87.00","87.00","87.00","87.00","0.10K","0.00%"
"Mar 19, 2018","87.00","87.10","87.10","87.00","3.50K","-0.11%"
"Mar 16, 2018","87.10","87.10","90.00","87.10","0.05K","-3.22%"
"Mar 15, 2018","90.00","90.00","90.00","90.00","0.02K","-2.17%"
"Mar 14, 2018","92.00","92.00","92.00","92.00","0.02K","-0.22%"
"Mar 13, 2018","92.20","92.30","92.30","92.10","0.21K","-0.22%"
"Mar 12, 2018","92.40","90.00","93.00","87.00","0.18K","6.21%"
"Mar 08, 2018","87.00","86.00","87.00","86.00","0.65K","2.35%"
"Mar 07, 2018","85.00","85.00","85.00","85.00","10.00K","0.00%"
"Mar 06, 2018","85.00","85.00","85.00","85.00","0.20K","0.00%"
"Mar 05, 2018","85.00","85.00","85.00","85.00","0.00K","-0.12%"
"Mar 02, 2018","85.10","85.00","85.50","85.00","0.83K","2.53%"
"Feb 27, 2018","83.00","86.10","86.10","83.00","0.01K","-4.60%"
"Feb 23, 2018","87.00","87.00","87.00","87.00","80.81K","0.93%"
"Feb 22, 2018","86.20","87.00","87.00","86.20","0.11K","-0.92%"
"Feb 21, 2018","87.00","87.30","87.30","87.00","0.39K","-0.46%"
"Feb 20, 2018","87.40","87.30","87.40","87.30","0.04K","0.11%"
"Feb 19, 2018","87.30","92.00","92.00","87.00","13.05K","0.11%"
"Feb 16, 2018","87.20","87.10","87.50","87.10","0.60K","0.11%"
"Feb 15, 2018","87.10","87.10","87.10","87.10","0.00K","-3.22%"
"Feb 14, 2018","90.00","93.50","95.00","90.00","0.20K","3.45%"
"Feb 12, 2018","87.00","93.50","93.50","86.00","1.10K","-6.75%"
"Feb 09, 2018","93.30","95.00","95.00","93.30","0.08K","1.86%"
"Feb 08, 2018","91.60","91.60","91.60","91.60","0.00K","4.09%"
"Feb 07, 2018","88.00","90.00","90.00","88.00","8.61K","1.03%"
"Feb 06, 2018","87.10","87.10","87.10","87.10","0.02K","-4.91%"
"Feb 02, 2018","91.60","91.60","91.60","91.60","0.01K","2.92%"
"Feb 01, 2018","89.00","89.00","92.00","89.00","49.88K","4.71%"
"Jan 30, 2018","85.00","85.00","85.00","85.00","3.75K","-5.56%"
"Jan 26, 2018","90.00","89.00","90.00","89.00","0.02K","5.88%"
"Jan 25, 2018","85.00","84.00","85.00","84.00","3.91K","0.00%"
"Jan 24, 2018","85.00","85.00","85.00","85.00","2.87K","-3.41%"
"Jan 18, 2018","88.00","87.90","88.00","87.90","0.01K","4.14%"
"Jan 17, 2018","84.50","84.50","84.50","84.50","0.70K","-0.47%"
"Jan 16, 2018","84.90","84.10","84.90","84.00","2.48K","1.07%"
"Jan 11, 2018","84.00","84.20","84.20","84.00","0.75K","-5.62%"
"Jan 10, 2018","89.00","84.60","89.00","84.60","0.09K","0.00%"
"Jan 09, 2018","89.00","89.00","89.00","84.60","0.02K","-0.56%"
"Jan 08, 2018","89.50","89.50","89.50","89.50","0.00K","2.87%"
"Jan 05, 2018","87.00","86.00","90.00","84.50","0.18K","-3.33%"
"Jan 02, 2018","90.00","85.00","100.00","85.00","1.03K","5.88%"
"Dec 29, 2017","85.00","85.00","85.00","85.00","0.13K","0.00%"
"Dec 28, 2017","85.00","85.00","85.00","85.00","0.15K","0.00%"
"Dec 27, 2017","85.00","84.00","85.00","82.00","2.72K","-1.05%"
"Dec 22, 2017","85.90","85.90","85.90","85.90","0.00K","-0.12%"
"Dec 13, 2017","86.00","85.50","86.00","85.50","0.13K","0.58%"
"Dec 12, 2017","85.50","83.10","85.50","83.10","1.90K","3.01%"
"Dec 11, 2017","83.00","83.60","83.60","83.00","3.58K","-0.12%"
"Dec 07, 2017","83.10","86.00","86.00","83.10","0.70K","-1.31%"
"Dec 05, 2017","84.20","84.20","86.00","84.20","50.37K","-1.64%"
"Nov 29, 2017","85.60","87.00","92.90","85.60","0.98K","-1.61%"
"Nov 28, 2017","87.00","85.00","87.00","85.00","1.25K","-3.33%"
"Nov 24, 2017","90.00","85.10","90.00","85.00","7.80K","-3.64%"
"Nov 23, 2017","93.40","85.50","93.40","85.10","0.61K","9.75%"
"Nov 22, 2017","85.10","86.00","86.00","85.10","3.00K","0.00%"
"Nov 21, 2017","85.10","88.90","99.00","85.10","0.62K","0.12%"
"Nov 20, 2017","85.00","85.00","85.00","85.00","18.75K","2.41%"
"Nov 17, 2017","83.00","82.80","83.00","82.80","0.06K","-3.38%"
"Nov 15, 2017","85.90","85.90","85.90","85.90","0.00K","1.06%"
"Nov 14, 2017","85.00","86.00","86.00","85.00","1.63K","-3.30%"
"Nov 13, 2017","87.90","87.90","87.90","87.90","9.12K","-0.11%"
"Nov 10, 2017","88.00","88.00","88.00","88.00","0.20K","-1.68%"
"Nov 09, 2017","89.50","89.90","89.90","89.50","1.41K","1.70%"
"Nov 08, 2017","88.00","88.30","88.30","88.00","4.08K","-0.11%"
"Nov 07, 2017","88.10","88.10","88.10","88.10","0.20K","-1.01%"
"Nov 06, 2017","89.00","93.50","94.40","88.00","19.13K","-5.32%"
"Nov 02, 2017","94.00","93.50","94.00","93.50","0.04K","-1.16%"
"Nov 01, 2017","95.10","95.00","95.10","95.00","1.00K","0.11%"
"Oct 31, 2017","95.00","95.20","95.20","95.00","0.30K","-2.06%"
"Oct 30, 2017","97.00","97.90","98.00","97.00","1.56K","0.00%"
"Oct 27, 2017","97.00","97.00","97.00","97.00","0.09K","1.04%"
"Oct 26, 2017","96.00","95.10","96.00","95.10","0.23K","0.95%"
"Oct 25, 2017","95.10","95.10","95.10","95.00","0.30K","1.06%"
"Oct 23, 2017","94.10","95.10","95.10","94.10","3.66K","-0.95%"
"Oct 20, 2017","95.00","96.00","98.90","95.00","1.11K","0.00%"
"Oct 19, 2017","95.00","94.00","96.00","94.00","15.14K","0.00%"
"Oct 17, 2017","95.00","94.00","95.00","94.00","2.90K","1.06%"
"Oct 16, 2017","94.00","95.00","95.00","94.00","0.50K","-1.05%"
"Oct 13, 2017","95.00","95.50","95.50","95.00","0.69K","-5.00%"
"Oct 12, 2017","100.00","98.00","100.00","98.00","7.50K","2.04%"
"Oct 11, 2017","98.00","98.00","98.00","96.50","1.20K","0.00%"
"Oct 10, 2017","98.00","97.90","98.00","97.90","0.20K","2.08%"
"Oct 09, 2017","96.00","99.90","99.90","96.00","11.61K","-3.90%"
"Oct 06, 2017","99.90","99.90","99.90","99.90","0.00K","0.00%"
"Oct 04, 2017","99.90","93.50","99.90","92.10","3.03K","-0.10%"
"Oct 03, 2017","100.00","99.50","100.00","98.00","1.05K","0.00%"
"Oct 02, 2017","100.00","95.00","100.00","95.00","4.61K","6.95%"
"Sep 29, 2017","93.50","93.50","93.50","93.50","4.10K","0.54%"
"Sep 27, 2017","93.00","92.10","93.00","92.10","0.33K","0.65%"
"Sep 26, 2017","92.40","92.50","92.50","92.40","0.96K","0.98%"
"Sep 25, 2017","91.50","91.50","91.50","91.50","0.10K","-6.63%"
"Sep 22, 2017","98.00","97.90","98.00","97.80","11.38K","0.10%"
"Sep 20, 2017","97.90","97.50","97.90","97.50","0.01K","-0.10%"
"Sep 15, 2017","98.00","98.00","98.00","98.00","0.04K","0.00%"
"Sep 14, 2017","98.00","98.00","98.00","97.50","0.13K","3.16%"
"Sep 13, 2017","95.00","94.00","97.50","93.00","11.35K","1.06%"
"Sep 12, 2017","94.00","94.90","94.90","94.00","0.02K","-1.05%"
"Sep 11, 2017","95.00","93.00","99.00","93.00","4.23K","2.15%"
"Sep 08, 2017","93.00","90.90","93.00","90.90","7.12K","2.20%"
"Sep 07, 2017","91.00","91.00","93.00","89.50","26.50K","0.00%"
"Sep 06, 2017","91.00","91.00","91.00","89.60","0.44K","2.25%"
"Sep 04, 2017","89.00","90.00","90.00","89.00","90.43K","-2.20%"
"Aug 31, 2017","91.00","91.00","91.00","91.00","0.09K","0.00%"
"Aug 30, 2017","91.00","89.00","91.00","89.00","3.81K","0.00%"
"Aug 29, 2017","91.00","89.00","91.00","89.00","0.04K","0.00%"
"Aug 28, 2017","91.00","91.00","91.00","91.00","0.03K","-6.19%"
"Aug 25, 2017","97.00","88.00","97.00","88.00","0.48K","11.24%"
"Aug 23, 2017","87.20","87.20","87.20","87.20","0.40K","-1.91%"
"Aug 22, 2017","88.90","88.90","88.90","88.00","0.14K","-0.11%"
"Aug 21, 2017","89.00","92.00","92.00","89.00","11.20K","0.00%"
"Aug 18, 2017","89.00","89.80","93.00","89.00","43.00K","-1.00%"
"Aug 17, 2017","89.90","89.90","89.90","89.90","0.40K","-0.11%"
"Aug 16, 2017","90.00","90.00","90.00","90.00","0.30K","-1.21%"
"Aug 15, 2017","91.10","96.40","96.40","91.10","3.08K","-2.04%"
"Aug 14, 2017","93.00","94.00","94.00","93.00","6.25K","-1.06%"
"Aug 11, 2017","94.00","97.00","97.00","94.00","3.29K","-2.49%"
"Aug 10, 2017","96.40","95.10","96.40","95.00","1.82K","0.00%"
"Aug 09, 2017","96.40","96.00","96.40","96.00","0.93K","0.42%"
"Aug 08, 2017","96.00","96.00","97.00","96.00","0.74K","-1.03%"
"Aug 04, 2017","97.00","98.90","99.00","95.20","3.65K","2.11%"
"Aug 03, 2017","95.00","99.50","99.50","94.00","11.24K","-7.23%"
"Aug 02, 2017","102.40","107.00","107.00","100.00","4.76K","-9.38%"
"Aug 01, 2017","113.00","110.00","113.00","110.00","2.01K","2.26%"
"Jul 31, 2017","110.50","111.00","111.00","110.50","7.61K","-3.07%"
"Jul 28, 2017","114.00","111.00","114.00","111.00","1.02K","0.00%"
"Jul 27, 2017","114.00","111.00","114.00","111.00","2.00K","1.79%"
"Jul 26, 2017","112.00","114.90","116.00","112.00","1.40K","-0.88%"
"Jul 25, 2017","113.00","113.00","115.00","113.00","1.02K","-0.09%"
"Jul 24, 2017","113.10","115.10","115.10","113.10","4.12K","-1.74%"
"Jul 21, 2017","115.10","116.00","116.00","115.10","0.50K","-0.35%"
"Jul 20, 2017","115.50","117.00","117.00","115.50","5.72K","-2.12%"
"Jul 19, 2017","118.00","118.00","119.00","115.00","1.96K","-0.08%"
"Jul 18, 2017","118.10","117.10","125.00","114.00","4.63K","0.85%"
"Jul 17, 2017","117.10","114.10","117.10","113.00","14.13K","1.83%"
"Jul 14, 2017","115.00","117.00","117.00","112.10","0.42K","2.95%"
"Jul 13, 2017","111.70","117.00","117.00","111.40","21.85K","-0.53%"
"Jul 12, 2017","112.30","117.00","117.00","112.30","2.80K","-2.35%"
"Jul 11, 2017","115.00","118.00","118.00","112.00","8.34K","-2.54%"
"Jul 10, 2017","118.00","109.00","120.00","109.00","22.40K","8.76%"
"Jul 07, 2017","108.50","108.00","108.50","108.00","4.79K","1.88%"
"Jul 06, 2017","106.50","108.50","108.50","106.50","3.32K","-1.84%"
"Jul 05, 2017","108.50","106.00","108.50","106.00","51.21K","3.24%"
"Jul 04, 2017","105.10","108.00","108.00","105.10","6.47K","-2.69%"
"Jul 03, 2017","108.00","107.90","108.00","107.50","2.81K","-0.46%"
"Jun 30, 2017","108.50","108.50","108.50","108.50","0.34K","3.33%"
"Jun 29, 2017","105.00","105.10","108.50","105.00","23.82K","-3.67%"
"Jun 28, 2017","109.00","108.90","109.00","108.90","0.07K","3.71%"
"Jun 27, 2017","105.10","109.00","109.00","105.10","0.02K","0.10%"
"Jun 23, 2017","105.00","108.90","109.00","105.00","13.14K","-3.67%"
"Jun 22, 2017","109.00","108.80","109.00","105.60","0.32K","2.83%"
"Jun 21, 2017","106.00","105.00","106.00","104.80","12.97K","0.95%"
"Jun 20, 2017","105.00","106.00","106.00","105.00","2.22K","0.96%"
"Jun 19, 2017","104.00","103.00","106.00","103.00","3.07K","0.00%"
"Jun 16, 2017","104.00","102.20","104.90","102.00","9.11K","-1.42%"
"Jun 15, 2017","105.50","101.90","107.00","101.90","13.27K","5.50%"
"Jun 14, 2017","100.00","100.00","101.90","100.00","12.07K","0.20%"
"Jun 13, 2017","99.80","99.80","100.00","99.80","5.52K","-0.20%"
"Jun 12, 2017","100.00","101.00","101.00","99.50","6.41K","0.00%"
"Jun 09, 2017","100.00","99.00","100.00","98.50","35.25K","2.04%"
"Jun 07, 2017","98.00","97.20","98.00","97.00","32.41K","2.08%"
"Jun 06, 2017","96.00","98.00","98.00","96.00","16.81K","-4.00%"
"Jun 05, 2017","100.00","95.00","100.00","95.00","6.61K","5.26%"
"Jun 02, 2017","95.00","94.00","95.90","94.00","3.85K","-0.84%"
"Jun 01, 2017","95.80","95.00","95.80","95.00","5.57K","0.00%"
"May 31, 2017","95.80","95.90","95.90","95.00","4.91K","0.84%"
"May 30, 2017","95.00","97.90","97.90","95.00","28.89K","-1.04%"
"May 29, 2017","96.00","97.00","97.00","96.00","6.04K","-1.74%"
"May 26, 2017","97.70","98.00","98.00","97.00","4.59K","0.21%"
"May 25, 2017","97.50","98.50","99.60","97.50","19.77K","-0.91%"
"May 24, 2017","98.40","97.30","99.90","97.00","7.27K","-0.51%"
"May 23, 2017","98.90","99.80","100.00","97.00","2.37K","1.96%"
"May 22, 2017","97.00","99.00","99.00","96.10","10.52K","-2.02%"
"May 19, 2017","99.00","95.90","102.00","95.90","94.23K","3.23%"
"May 18, 2017","95.90","97.00","99.80","94.50","71.02K","4.24%"
"May 17, 2017","92.00","90.10","94.80","90.10","4.79K","1.10%"
"May 16, 2017","91.00","92.00","94.00","90.10","22.19K","1.11%"
"May 15, 2017","90.00","86.00","90.00","84.10","30.10K","4.65%"
"May 12, 2017","86.00","86.00","86.00","83.20","0.51K","-2.27%"
"May 08, 2017","88.00","84.00","88.00","84.00","0.02K","4.76%"
"May 05, 2017","84.00","83.50","84.00","83.50","4.40K","0.00%"
"May 04, 2017","84.00","84.00","84.00","84.00","1.80K","0.00%"
"May 03, 2017","84.00","84.50","84.50","81.50","0.77K","-0.59%"
"May 02, 2017","84.50","84.50","85.00","81.00","5.66K","1.81%"
"Apr 28, 2017","83.00","83.00","83.00","83.00","3.85K","-2.35%"
"Apr 27, 2017","85.00","81.00","85.00","80.90","17.20K","3.66%"
"Apr 26, 2017","82.00","80.00","82.00","80.00","0.58K","2.50%"
"Apr 24, 2017","80.00","78.10","80.00","78.00","2.20K","-1.23%"
"Apr 21, 2017","81.00","82.00","82.00","80.00","5.15K","1.25%"
"Apr 20, 2017","80.00","82.00","82.00","79.00","2.61K","0.00%"
"Apr 19, 2017","80.00","80.00","82.00","80.00","2.51K","-4.76%"
"Apr 18, 2017","84.00","84.00","84.00","84.00","0.01K","2.44%"
"Apr 17, 2017","82.00","84.00","84.00","80.00","1.01K","-2.38%"
"Apr 12, 2017","84.00","81.00","84.00","81.00","0.31K","0.24%"
"Apr 11, 2017","83.80","78.00","85.00","78.00","0.42K","7.44%"
"Apr 07, 2017","78.00","78.00","78.00","76.00","7.06K","0.00%"
"Apr 06, 2017","78.00","78.00","78.00","78.00","1.64K","0.00%"
"Apr 05, 2017","78.00","76.00","78.00","76.00","6.50K","-2.50%"
"Apr 03, 2017","80.00","75.10","80.00","75.10","0.40K","3.76%"
"Mar 31, 2017","77.10","77.10","77.10","77.10","0.00K","2.53%"
"Mar 29, 2017","75.20","75.20","75.20","75.20","0.00K","-1.05%"
"Mar 28, 2017","76.00","76.10","77.20","76.00","7.79K","-5.00%"
"Mar 27, 2017","80.00","80.00","80.00","80.00","0.00K","-5.88%"
"Mar 23, 2017","85.00","85.00","85.00","85.00","0.00K","8.97%"
"Mar 22, 2017","78.00","76.00","78.00","76.00","4.17K","2.63%"
"Mar 21, 2017","76.00","76.10","76.10","76.00","0.01K","-11.63%"
"Mar 20, 2017","86.00","77.50","86.00","77.50","0.53K","10.40%"
"Mar 17, 2017","77.90","86.90","86.90","77.80","0.38K","1.17%"
"Mar 16, 2017","77.00","77.60","77.60","77.00","11.32K","-1.28%"
"Mar 15, 2017","78.00","78.90","87.00","77.60","27.84K","0.00%"
"Mar 14, 2017","78.00","78.00","78.00","78.00","30.56K","0.00%"
"Mar 13, 2017","78.00","78.00","78.00","78.00","10.29K","0.00%"
"Mar 10, 2017","78.00","78.00","78.00","78.00","7.50K","0.00%"
"Mar 09, 2017","78.00","78.00","78.00","78.00","7.72K","-4.18%"
"Mar 07, 2017","81.40","81.40","81.40","81.40","0.00K","4.36%"
"Mar 06, 2017","78.00","81.30","81.30","78.00","0.28K","-2.50%"
"Mar 03, 2017","80.00","79.80","81.50","79.80","0.10K","1.27%"
"Feb 28, 2017","79.00","76.10","79.00","76.10","110.95K","1.41%"
"Feb 23, 2017","77.90","76.10","78.00","76.10","0.02K","-0.13%"
"Feb 22, 2017","78.00","76.20","78.00","76.10","6.19K","0.00%"
"Feb 21, 2017","78.00","76.50","78.00","76.00","3.35K","-1.14%"
"Feb 17, 2017","78.90","76.50","78.90","76.50","0.28K","-0.13%"
"Feb 16, 2017","79.00","79.00","79.00","79.00","0.00K","0.00%"
"Feb 15, 2017","79.00","79.00","79.00","79.00","0.00K","0.00%"
"Feb 14, 2017","79.00","75.00","79.00","75.00","0.13K","-0.38%"
"Feb 13, 2017","79.30","79.30","79.30","79.30","0.00K","5.59%"
"Feb 09, 2017","75.10","75.10","75.10","75.10","0.00K","1.35%"
"Feb 07, 2017","74.10","76.00","77.00","74.10","0.15K","-0.13%"
"Feb 06, 2017","74.20","76.00","76.00","74.20","2.05K","0.27%"
"Feb 03, 2017","74.00","74.00","74.00","74.00","0.14K","-7.38%"
"Feb 02, 2017","79.90","77.70","79.90","77.00","14.04K","2.44%"
"Feb 01, 2017","78.00","79.90","79.90","78.00","4.37K","1.30%"
"Jan 31, 2017","77.00","80.00","80.00","77.00","10.06K","-3.75%"
"Jan 30, 2017","80.00","77.00","82.00","77.00","4.40K","3.90%"
"Jan 27, 2017","77.00","77.00","77.00","77.00","0.10K","1.32%"
"Jan 26, 2017","76.00","78.00","78.00","76.00","1.21K","0.00%"
"Jan 25, 2017","76.00","76.00","76.00","76.00","5.62K","0.00%"
