"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 02, 2020","31.00","30.50","31.30","30.00","6.62M","-1.27%"
"Oct 29, 2020","31.40","30.00","31.60","29.99","3.82M","4.67%"
"Oct 28, 2020","30.00","30.90","31.50","29.80","2.10M","-2.60%"
"Oct 27, 2020","30.80","31.00","31.80","30.70","1.61M","-0.32%"
"Oct 26, 2020","30.90","29.10","31.25","29.00","1.54M","-2.52%"
"Oct 23, 2020","31.70","32.10","32.30","30.90","1.34M","0.32%"
"Oct 22, 2020","31.60","29.99","32.50","29.01","1.12M","3.61%"
"Oct 21, 2020","30.50","32.82","32.82","30.00","1.90M","-7.29%"
"Oct 20, 2020","32.90","33.48","33.50","31.80","1.41M","-1.76%"
"Oct 19, 2020","33.49","33.20","34.70","33.10","1.24M","1.18%"
"Oct 16, 2020","33.10","33.20","33.50","31.80","1.70M","0.55%"
"Oct 15, 2020","32.92","32.89","34.50","32.80","2.38M","0.40%"
"Oct 14, 2020","32.79","29.50","32.90","29.30","4.61M","13.26%"
"Oct 13, 2020","28.95","25.00","29.00","25.00","3.74M","18.16%"
"Oct 12, 2020","24.50","22.30","24.50","22.30","3.87M","11.36%"
"Oct 09, 2020","22.00","21.53","22.50","21.50","955.84K","2.33%"
"Oct 08, 2020","21.50","20.75","22.29","20.75","1.63M","2.87%"
"Oct 07, 2020","20.90","21.00","21.20","20.50","612.87K","2.45%"
"Oct 06, 2020","20.40","19.20","21.50","19.01","1.22M","1.49%"
"Oct 05, 2020","20.10","21.80","21.80","19.90","2.15M","-10.63%"
"Oct 02, 2020","22.49","22.50","22.50","22.30","572.16K","-0.04%"
"Sep 30, 2020","22.50","22.50","22.50","22.20","342.56K","1.12%"
"Sep 29, 2020","22.25","22.00","22.50","21.70","817.09K","-1.16%"
"Sep 28, 2020","22.51","21.80","22.51","21.70","953.57K","3.64%"
"Sep 25, 2020","21.72","22.00","22.00","21.60","274.60K","-1.50%"
"Sep 24, 2020","22.05","22.00","22.20","21.75","1.07M","1.19%"
"Sep 23, 2020","21.79","22.00","22.00","21.10","768.24K","1.82%"
"Sep 22, 2020","21.40","20.65","21.90","20.60","1.59M","4.39%"
"Sep 21, 2020","20.50","20.20","20.70","20.00","1.80M","1.49%"
"Sep 18, 2020","20.20","20.40","20.40","20.02","317.12K","-0.44%"
"Sep 17, 2020","20.29","20.50","21.00","20.00","1.84M","-0.49%"
"Sep 16, 2020","20.39","19.99","20.50","19.99","1.60M","2.98%"
"Sep 15, 2020","19.80","19.30","19.98","19.30","2.97M","2.59%"
"Sep 14, 2020","19.30","18.65","19.37","18.65","1.71M","3.10%"
"Sep 11, 2020","18.72","18.72","18.75","18.60","411.22K","-0.11%"
"Sep 10, 2020","18.74","18.70","18.80","18.60","1.46M","0.64%"
"Sep 09, 2020","18.62","18.75","18.89","18.62","942.74K","-0.64%"
"Sep 08, 2020","18.74","18.45","18.99","18.45","816.27K","1.63%"
"Sep 07, 2020","18.44","18.09","18.49","18.09","298.51K","1.54%"
"Sep 04, 2020","18.16","17.95","18.49","17.75","716.40K","0.89%"
"Sep 03, 2020","18.00","18.10","18.20","17.95","418.13K","-1.10%"
"Sep 02, 2020","18.20","18.00","18.69","18.00","661.05K","1.45%"
"Aug 31, 2020","17.94","17.60","18.00","17.60","672.37K","2.51%"
"Aug 28, 2020","17.50","17.15","17.90","17.10","403.02K","1.16%"
"Aug 27, 2020","17.30","17.25","17.37","17.05","306.49K","0.12%"
"Aug 26, 2020","17.28","17.20","17.50","16.86","819.48K","0.64%"
"Aug 25, 2020","17.17","16.90","17.19","16.50","192.48K","0.00%"
"Aug 24, 2020","17.17","16.90","17.50","16.90","390.91K","1.00%"
"Aug 21, 2020","17.00","16.30","17.09","16.30","2.23M","5.52%"
"Aug 20, 2020","16.11","15.85","16.23","15.50","1.90M","3.27%"
"Aug 19, 2020","15.60","15.52","15.80","15.01","1.01M","-1.14%"
"Aug 18, 2020","15.78","16.00","16.20","15.72","844.58K","-1.99%"
"Aug 17, 2020","16.10","16.60","16.60","15.81","757.75K","-3.01%"
"Aug 14, 2020","16.60","17.20","17.90","16.10","2.74M","-1.48%"
"Aug 13, 2020","16.85","15.10","16.87","15.10","3.84M","16.45%"
"Aug 12, 2020","14.47","14.68","14.68","14.35","1.06M","0.49%"
"Aug 11, 2020","14.40","14.35","14.50","14.30","941.86K","0.00%"
"Aug 10, 2020","14.40","14.40","14.50","14.20","540.68K","1.05%"
"Aug 07, 2020","14.25","14.30","14.50","13.81","888.99K","0.35%"
"Aug 06, 2020","14.20","13.80","14.40","13.79","1.72M","2.90%"
"Aug 05, 2020","13.80","13.70","13.80","13.50","58.34K","0.73%"
"Aug 04, 2020","13.70","13.49","13.80","13.40","3.89M","1.63%"
"Jul 31, 2020","13.48","13.50","13.50","13.45","229.90K","1.43%"
"Jul 30, 2020","13.29","13.50","13.50","13.19","154.53K","-2.28%"
"Jul 29, 2020","13.60","13.23","13.60","13.23","49.11K","0.89%"
"Jul 28, 2020","13.48","13.70","13.70","13.21","28.84K","-0.15%"
"Jul 27, 2020","13.50","13.80","13.80","13.25","128.27K","-1.53%"
"Jul 24, 2020","13.71","13.70","13.99","13.70","226.58K","-0.29%"
"Jul 23, 2020","13.75","12.51","13.99","12.50","2.90M","7.42%"
"Jul 22, 2020","12.80","12.84","12.90","12.51","714.99K","0.79%"
"Jul 21, 2020","12.70","12.78","12.90","12.35","529.14K","0.79%"
"Jul 20, 2020","12.60","11.43","12.79","11.43","715.57K","10.24%"
"Jul 17, 2020","11.43","11.50","11.64","11.42","26.99K","0.26%"
"Jul 16, 2020","11.40","11.00","11.65","11.00","36.52K","2.70%"
"Jul 15, 2020","11.10","11.01","11.38","10.98","56.75K","-0.09%"
"Jul 14, 2020","11.11","11.25","11.70","11.10","63.13K","1.00%"
"Jul 13, 2020","11.00","11.00","11.32","10.35","834.87K","-5.17%"
"Jul 10, 2020","11.60","12.10","12.10","11.51","300.53K","-6.38%"
"Jul 09, 2020","12.39","12.29","12.47","12.29","437.98K","1.56%"
"Jul 08, 2020","12.20","12.00","12.30","11.98","489.07K","2.52%"
"Jul 07, 2020","11.90","11.00","11.90","11.00","612.99K","8.18%"
"Jul 06, 2020","11.00","10.65","11.00","10.61","674.97K","1.85%"
"Jul 03, 2020","10.80","10.87","10.95","10.80","263.74K","-0.55%"
"Jul 02, 2020","10.86","11.15","11.25","10.81","363.81K","-2.60%"
"Jul 01, 2020","11.15","10.40","11.15","10.39","302.02K","7.21%"
"Jun 30, 2020","10.40","10.20","10.40","10.00","270.41K","4.00%"
"Jun 29, 2020","10.00","9.70","10.00","9.70","213.17K","1.01%"
"Jun 26, 2020","9.90","9.65","9.90","9.65","125.46K","4.21%"
"Jun 25, 2020","9.50","9.35","9.60","9.25","299.59K","2.15%"
"Jun 24, 2020","9.30","9.10","9.40","9.00","142.13K","3.33%"
"Jun 23, 2020","9.00","9.10","9.10","9.00","501.82K","0.00%"
"Jun 22, 2020","9.00","9.00","9.20","8.97","708.85K","0.00%"
"Jun 19, 2020","9.00","8.99","9.20","8.99","141.69K","0.11%"
"Jun 18, 2020","8.99","9.00","9.00","8.99","93.40K","-0.11%"
"Jun 17, 2020","9.00","9.20","9.20","8.99","521.00K","-1.10%"
"Jun 16, 2020","9.10","8.67","9.10","8.33","203.61K","2.25%"
"Jun 15, 2020","8.90","8.94","8.95","8.90","81.62K","2.30%"
"Jun 12, 2020","8.70","8.50","9.18","8.50","419.23K","2.35%"
"Jun 11, 2020","8.50","8.50","8.50","8.36","140.56K","0.59%"
"Jun 10, 2020","8.45","8.49","8.50","8.40","18.91K","-0.59%"
"Jun 09, 2020","8.50","8.50","8.50","8.43","136.17K","0.00%"
"Jun 08, 2020","8.50","8.30","8.50","8.30","144.15K","0.59%"
"Jun 04, 2020","8.45","8.45","8.45","8.45","1.00K","1.20%"
"Jun 03, 2020","8.35","8.49","8.50","8.35","29.20K","1.58%"
"Jun 02, 2020","8.22","8.55","8.55","8.22","40.19K","0.12%"
"Jun 01, 2020","8.21","8.21","8.21","8.20","34.65K","-1.08%"
"May 29, 2020","8.30","8.49","8.59","8.30","7.20K","1.22%"
"May 28, 2020","8.20","8.01","8.40","8.00","127.00K","0.00%"
"May 27, 2020","8.20","8.00","8.20","8.00","60.72K","2.50%"
"May 26, 2020","8.00","8.20","8.20","8.00","468.83K","-2.44%"
"May 22, 2020","8.20","8.00","8.20","8.00","86.00K","2.50%"
"May 21, 2020","8.00","8.20","8.20","8.00","86.51K","-1.23%"
"May 20, 2020","8.10","8.19","8.19","8.10","81.06K","-1.22%"
"May 19, 2020","8.20","8.20","8.20","7.81","58.02K","2.50%"
"May 18, 2020","8.00","7.87","8.20","7.87","154.55K","1.39%"
"May 15, 2020","7.89","7.89","7.89","7.89","4.00K","2.47%"
"May 14, 2020","7.70","7.50","8.00","7.50","46.31K","3.36%"
"May 13, 2020","7.45","7.00","7.50","7.00","227.73K","6.58%"
"May 12, 2020","6.99","6.00","7.00","6.00","278.29K","22.63%"
"May 11, 2020","5.70","5.70","5.70","5.70","2.00K","0.00%"
"Mar 20, 2020","5.70","5.70","5.70","5.60","5.51K","-10.80%"
"Mar 13, 2020","6.39","6.10","6.39","5.56","29.90K","-1.69%"
"Mar 12, 2020","6.50","7.01","7.01","6.10","57.34K","-8.45%"
"Mar 11, 2020","7.10","7.10","7.10","7.04","2.33K","1.43%"
"Mar 10, 2020","7.00","7.20","7.20","7.00","109.59K","-5.41%"
"Mar 06, 2020","7.40","7.40","7.40","7.40","14.81K","-0.13%"
"Mar 05, 2020","7.41","7.42","7.42","7.41","35.18K","-0.80%"
"Mar 04, 2020","7.47","7.94","7.94","7.05","90.93K","-6.04%"
"Mar 03, 2020","7.95","7.90","7.99","7.90","78.25K","0.63%"
"Mar 02, 2020","7.90","7.90","7.90","7.90","100.00K","0.00%"
"Feb 28, 2020","7.90","7.90","7.90","7.90","1.41K","0.00%"
"Feb 26, 2020","7.90","7.92","7.92","7.90","9.63K","-0.25%"
"Feb 25, 2020","7.92","8.00","8.00","7.92","22.08K","-1.00%"
"Feb 24, 2020","8.00","8.01","8.01","8.00","201.18K","-0.12%"
"Feb 20, 2020","8.01","8.20","8.20","8.01","0.64K","0.13%"
"Feb 19, 2020","8.00","8.01","8.01","8.00","240.00K","0.00%"
"Feb 18, 2020","8.00","8.00","8.01","8.00","164.23K","0.00%"
"Feb 17, 2020","8.00","8.02","8.02","8.00","12.00K","-2.44%"
"Feb 14, 2020","8.20","8.39","8.39","8.20","20.01K","-2.26%"
"Feb 13, 2020","8.39","8.40","8.40","8.00","173.80K","-0.12%"
"Feb 12, 2020","8.40","8.40","8.40","8.39","35.01K","-0.59%"
"Feb 11, 2020","8.45","8.42","8.45","8.42","52.05K","-0.47%"
"Feb 10, 2020","8.49","8.30","8.49","8.30","16.00K","2.29%"
"Feb 07, 2020","8.30","8.15","8.30","8.15","71.00K","2.47%"
"Feb 06, 2020","8.10","8.36","8.36","8.07","1.03K","-3.46%"
"Feb 05, 2020","8.39","8.24","8.39","8.10","2.65K","4.22%"
"Feb 03, 2020","8.05","8.10","8.10","8.05","10.00K","-3.48%"
"Jan 31, 2020","8.34","8.00","8.34","8.00","9.49K","4.25%"
"Jan 30, 2020","8.00","8.34","8.34","8.00","4.55K","-3.38%"
"Jan 29, 2020","8.28","7.99","8.28","7.99","3.03K","4.15%"
"Jan 28, 2020","7.95","8.02","8.02","7.94","57.34K","-1.85%"
"Jan 27, 2020","8.10","8.35","8.35","8.10","9.71K","-2.88%"
"Jan 24, 2020","8.34","8.00","8.34","8.00","302.01K","-0.60%"
"Jan 23, 2020","8.39","8.39","8.39","8.39","12.50K","1.33%"
"Jan 22, 2020","8.28","8.17","8.40","8.16","20.11K","-1.43%"
"Jan 14, 2020","8.40","8.40","8.40","8.40","1.00K","2.19%"
"Jan 13, 2020","8.22","8.22","8.22","8.20","8.86K","0.00%"
"Jan 09, 2020","8.22","8.01","8.22","8.00","87.34K","0.24%"
"Jan 08, 2020","8.20","8.21","8.21","7.55","19.06K","-0.24%"
"Jan 07, 2020","8.22","8.50","8.50","8.22","19.80K","-0.96%"
"Jan 06, 2020","8.30","8.42","8.84","8.30","22.46K","-2.35%"
"Jan 03, 2020","8.50","8.42","8.90","8.42","31.36K","0.83%"
"Jan 02, 2020","8.43","8.50","8.50","8.40","30.65K","1.44%"
"Dec 31, 2019","8.31","8.31","8.31","8.31","0.15K","-2.24%"
"Dec 30, 2019","8.50","8.50","8.50","8.40","10.10K","0.00%"
"Dec 27, 2019","8.50","8.50","8.51","8.50","25.48K","-3.30%"
"Dec 26, 2019","8.79","8.50","8.79","8.50","1.01K","5.90%"
"Dec 24, 2019","8.30","8.49","8.49","8.30","18.43K","-2.35%"
"Dec 23, 2019","8.50","8.50","8.50","8.50","18.39K","1.19%"
"Dec 16, 2019","8.40","8.40","8.40","8.40","0.01K","-1.18%"
"Dec 13, 2019","8.50","8.30","8.50","8.30","1.16K","2.16%"
"Dec 12, 2019","8.32","8.50","8.50","8.32","1.01K","0.24%"
"Dec 10, 2019","8.30","8.22","8.31","8.20","2.48K","0.00%"
"Dec 09, 2019","8.30","8.47","8.47","8.30","0.95K","-2.35%"
"Dec 06, 2019","8.50","8.61","8.73","8.50","63.70K","-0.47%"
"Dec 05, 2019","8.54","8.79","8.79","8.54","92.20K","-1.84%"
"Dec 04, 2019","8.70","8.80","9.20","8.70","41.55K","-3.87%"
"Dec 03, 2019","9.05","8.77","9.05","8.77","245.61K","0.00%"
"Dec 02, 2019","9.05","9.00","9.20","8.71","644.98K","0.67%"
"Nov 29, 2019","8.99","8.50","9.00","8.30","777.49K","8.31%"
"Nov 28, 2019","8.30","8.29","8.40","8.20","101.10K","1.22%"
"Nov 27, 2019","8.20","8.06","8.20","8.00","231.35K","0.00%"
"Nov 26, 2019","8.20","8.19","8.20","8.00","51.39K","0.12%"
"Nov 25, 2019","8.19","7.91","8.19","7.91","10.21K","2.37%"
"Nov 22, 2019","8.00","8.00","8.20","8.00","120.23K","0.00%"
"Nov 21, 2019","8.00","8.02","8.10","8.00","119.40K","0.00%"
"Nov 20, 2019","8.00","8.00","8.10","7.95","262.20K","0.00%"
"Nov 19, 2019","8.00","8.11","8.11","8.00","190.70K","-3.03%"
"Nov 18, 2019","8.25","8.30","8.30","8.00","11.02K","0.61%"
"Nov 15, 2019","8.20","8.01","8.20","8.01","0.30K","2.50%"
"Nov 14, 2019","8.00","8.20","8.20","8.00","57.48K","0.00%"
"Nov 13, 2019","8.00","8.01","8.01","8.00","50.00K","-2.44%"
"Nov 08, 2019","8.20","8.20","8.20","8.20","0.19K","2.50%"
"Nov 07, 2019","8.00","8.00","8.00","7.92","20.06K","-2.44%"
"Nov 06, 2019","8.20","8.00","8.20","7.90","30.00K","0.12%"
"Nov 05, 2019","8.19","8.20","8.20","8.18","16.86K","-0.12%"
"Nov 04, 2019","8.20","8.20","8.20","8.20","5.20K","1.23%"
"Nov 01, 2019","8.10","8.10","8.11","8.10","162.90K","0.00%"
"Oct 31, 2019","8.10","8.05","8.40","8.05","70.46K","0.62%"
"Oct 30, 2019","8.05","8.05","8.05","8.05","3.50K","0.37%"
"Oct 29, 2019","8.02","8.02","8.05","8.02","22.25K","-0.37%"
"Oct 28, 2019","8.05","8.05","8.05","8.05","0.92K","0.00%"
"Oct 25, 2019","8.05","8.05","8.05","8.05","27.95K","0.00%"
"Oct 24, 2019","8.05","8.05","8.05","8.05","4.05K","0.00%"
"Oct 23, 2019","8.05","8.05","8.05","8.05","13.69K","0.00%"
"Oct 22, 2019","8.05","7.86","8.05","7.80","8.31K","3.21%"
"Oct 21, 2019","7.80","7.81","7.81","7.80","4.82K","-2.50%"
"Oct 18, 2019","8.00","8.00","8.00","8.00","100.00K","0.13%"
"Oct 17, 2019","7.99","8.00","8.00","7.99","0.11K","-0.13%"
"Oct 16, 2019","8.00","8.00","8.00","8.00","24.10K","0.00%"
"Oct 15, 2019","8.00","8.11","8.11","8.00","2.18K","-3.61%"
"Oct 14, 2019","8.30","8.20","8.30","8.10","6.51K","0.85%"
"Oct 09, 2019","8.23","7.99","8.25","7.99","19.36K","3.00%"
"Oct 08, 2019","7.99","7.99","7.99","7.99","0.40K","0.00%"
"Oct 07, 2019","7.99","8.00","8.00","7.82","0.37K","0.00%"
"Oct 04, 2019","7.99","7.99","7.99","7.99","0.45K","3.77%"
"Oct 03, 2019","7.70","7.70","7.70","7.70","0.25K","-3.63%"
"Sep 30, 2019","7.99","7.99","7.99","7.99","0.01K","-0.13%"
"Sep 27, 2019","8.00","7.99","8.00","7.99","25.31K","0.00%"
"Sep 26, 2019","8.00","8.00","8.00","8.00","25.00K","0.00%"
"Sep 25, 2019","8.00","8.00","8.00","8.00","10.00K","6.67%"
"Sep 24, 2019","7.50","7.61","7.61","7.50","8.71K","-2.60%"
"Sep 23, 2019","7.70","7.75","7.75","7.61","8.20K","-1.28%"
"Sep 20, 2019","7.80","7.80","7.80","7.80","1.00K","0.00%"
"Sep 18, 2019","7.80","8.00","8.00","7.80","12.00K","0.00%"
"Sep 10, 2019","7.80","7.81","7.81","7.80","5.00K","-0.76%"
"Sep 09, 2019","7.86","7.86","7.86","7.86","2.25K","-1.63%"
"Sep 06, 2019","7.99","7.99","7.99","7.99","0.35K","-0.13%"
"Sep 05, 2019","8.00","8.00","8.00","8.00","4.00K","1.78%"
"Sep 04, 2019","7.86","7.86","7.86","7.86","0.21K","-1.75%"
"Sep 03, 2019","8.00","8.00","8.00","8.00","8.00K","-1.84%"
"Sep 02, 2019","8.15","7.86","8.15","7.86","33.01K","1.87%"
"Aug 30, 2019","8.00","8.00","8.00","8.00","30.00K","0.63%"
"Aug 29, 2019","7.95","7.86","8.00","7.86","3.81K","-0.63%"
"Aug 28, 2019","8.00","8.00","8.00","8.00","50.00K","-2.44%"
"Aug 27, 2019","8.20","8.10","8.20","8.10","5.00K","2.50%"
"Aug 23, 2019","8.00","8.00","8.00","8.00","10.00K","2.56%"
"Aug 22, 2019","7.80","7.80","7.80","7.80","0.29K","-1.27%"
"Aug 20, 2019","7.90","8.00","8.00","7.90","0.50K","-1.25%"
"Aug 16, 2019","8.00","8.00","8.00","7.98","354.48K","0.63%"
"Aug 15, 2019","7.95","7.95","7.95","7.95","0.60K","0.51%"
"Aug 13, 2019","7.91","7.88","7.91","7.88","6.20K","0.76%"
"Aug 08, 2019","7.85","7.60","8.40","7.60","126.74K","4.39%"
"Aug 07, 2019","7.52","7.90","8.30","7.52","41.23K","-3.84%"
"Aug 06, 2019","7.82","7.82","7.82","7.82","0.13K","-10.11%"
"Aug 05, 2019","8.70","8.70","8.70","8.70","0.01K","6.36%"
"Aug 02, 2019","8.18","8.15","8.18","8.15","98.84K","-3.76%"
"Aug 01, 2019","8.50","8.70","8.75","8.50","26.68K","-1.96%"
"Jul 31, 2019","8.67","8.60","8.67","8.60","10.39K","-0.23%"
"Jul 30, 2019","8.69","8.69","8.79","8.69","16.56K","0.00%"
"Jul 26, 2019","8.69","8.69","8.69","8.69","10.00K","4.70%"
"Jul 25, 2019","8.30","8.60","8.60","8.30","63.66K","-2.35%"
"Jul 24, 2019","8.50","8.40","8.51","8.40","114.16K","3.03%"
"Jul 23, 2019","8.25","8.25","8.26","8.25","21.46K","-0.36%"
"Jul 22, 2019","8.28","8.28","8.28","8.28","0.10K","-1.43%"
"Jul 19, 2019","8.40","8.40","8.40","8.40","10.10K","2.44%"
"Jul 18, 2019","8.20","8.40","8.40","8.20","671.00K","-2.38%"
"Jul 17, 2019","8.40","8.30","8.40","8.11","2.47K","1.20%"
"Jul 15, 2019","8.30","8.01","8.30","7.80","63.00K","-0.60%"
"Jul 09, 2019","8.35","8.35","8.35","8.35","0.04K","4.24%"
"Jul 08, 2019","8.01","8.01","8.01","8.01","0.02K","-2.32%"
"Jul 04, 2019","8.20","7.99","8.20","7.99","10.15K","6.49%"
"Jul 03, 2019","7.70","7.75","7.75","7.70","5.69K","0.00%"
"Jul 02, 2019","7.70","7.70","7.70","7.70","0.03K","-2.53%"
"Jul 01, 2019","7.90","7.99","8.00","7.90","20.01K","-1.13%"
"Jun 28, 2019","7.99","7.99","7.99","7.99","0.02K","6.53%"
"Jun 27, 2019","7.50","7.67","7.67","7.50","12.13K","-6.02%"
"Jun 26, 2019","7.98","7.98","7.98","7.98","3.00K","0.00%"
"Jun 24, 2019","7.98","8.00","8.00","7.98","0.03K","-0.25%"
"Jun 21, 2019","8.00","8.00","8.00","7.99","41.82K","1.27%"
"Jun 20, 2019","7.90","8.00","8.00","7.90","37.10K","0.00%"
"Jun 18, 2019","7.90","8.12","8.18","7.90","69.97K","-1.37%"
"Jun 12, 2019","8.01","8.00","8.10","8.00","2.73K","0.13%"
"Jun 11, 2019","8.00","8.00","8.00","8.00","0.01K","5.12%"
"Jun 10, 2019","7.61","7.61","7.61","7.61","0.07K","-2.44%"
"Jun 04, 2019","7.80","7.83","7.83","7.80","6.17K","-0.13%"
"Jun 03, 2019","7.81","7.81","7.81","7.81","0.15K","-3.58%"
"May 30, 2019","8.10","8.10","8.10","8.10","0.02K","-8.89%"
"May 28, 2019","8.89","7.65","8.89","7.60","26.61K","17.75%"
"May 27, 2019","7.55","7.50","7.55","7.50","13.49K","-4.43%"
"May 23, 2019","7.90","7.90","7.90","7.90","1.00K","1.28%"
"May 22, 2019","7.80","7.80","7.80","7.80","0.10K","0.00%"
"May 21, 2019","7.80","7.80","7.80","7.80","0.50K","0.00%"
"May 17, 2019","7.80","7.80","7.80","7.80","10.00K","1.17%"
"May 16, 2019","7.71","7.61","7.71","7.61","9.30K","1.45%"
"May 14, 2019","7.60","7.65","7.65","7.60","5.22K","-1.30%"
"May 13, 2019","7.70","7.70","7.70","7.70","0.91K","-0.13%"
"May 10, 2019","7.71","7.71","7.71","7.71","0.50K","0.13%"
"May 08, 2019","7.70","7.70","7.70","7.70","0.03K","0.00%"
"May 06, 2019","7.70","7.70","7.70","7.70","0.33K","0.00%"
"May 03, 2019","7.70","7.70","7.70","7.70","8.47K","-3.75%"
"Apr 25, 2019","8.00","8.00","8.00","8.00","0.60K","0.00%"
"Apr 17, 2019","8.00","8.00","8.00","8.00","10.00K","-3.38%"
"Apr 16, 2019","8.28","8.28","8.28","8.28","3.50K","-0.24%"
"Apr 11, 2019","8.30","8.30","8.30","8.30","0.01K","0.61%"
"Apr 08, 2019","8.25","8.50","8.50","8.25","1.12K","-2.94%"
"Apr 04, 2019","8.50","8.50","8.50","8.50","0.01K","3.66%"
"Apr 02, 2019","8.20","8.10","8.20","8.10","36.75K","1.23%"
"Apr 01, 2019","8.10","8.01","8.18","8.00","20.74K","1.25%"
"Mar 28, 2019","8.00","8.00","8.00","8.00","0.30K","0.13%"
"Mar 27, 2019","7.99","7.80","7.99","7.80","10.01K","2.44%"
"Mar 26, 2019","7.80","7.71","7.80","7.70","25.00K","-2.50%"
"Mar 22, 2019","8.00","7.72","8.00","7.71","1.70K","3.23%"
"Mar 21, 2019","7.75","7.76","7.76","7.75","10.38K","-0.64%"
"Mar 19, 2019","7.80","7.81","7.99","7.80","44.80K","0.00%"
"Mar 18, 2019","7.80","7.99","7.99","7.80","3.70K","-2.50%"
"Mar 15, 2019","8.00","8.00","8.00","8.00","4.12K","2.56%"
"Mar 13, 2019","7.80","7.90","7.90","7.80","31.13K","-2.50%"
"Mar 12, 2019","8.00","8.20","8.20","8.00","30.45K","-2.20%"
"Mar 11, 2019","8.18","8.20","8.20","8.00","1.65K","2.25%"
"Mar 08, 2019","8.00","8.10","8.10","8.00","78.96K","-5.55%"
"Mar 05, 2019","8.47","8.02","8.47","8.00","69.23K","4.18%"
"Feb 28, 2019","8.13","8.13","8.13","8.13","1.00K","0.37%"
"Feb 27, 2019","8.10","8.11","8.11","8.10","30.15K","-0.12%"
"Feb 26, 2019","8.11","8.11","8.11","8.11","0.01K","0.00%"
"Feb 25, 2019","8.11","8.11","8.11","8.11","0.04K","-0.49%"
"Feb 22, 2019","8.15","8.48","8.49","8.12","5.65K","-4.00%"
"Feb 21, 2019","8.49","8.20","8.49","8.00","27.74K","5.86%"
"Feb 20, 2019","8.02","8.25","8.25","8.00","254.65K","-5.65%"
"Feb 18, 2019","8.50","8.86","8.86","8.50","197.35K","-5.56%"
"Feb 15, 2019","9.00","9.00","9.00","9.00","0.05K","1.58%"
"Feb 14, 2019","8.86","8.86","8.86","8.86","0.05K","-0.11%"
"Feb 13, 2019","8.87","8.90","9.00","8.87","26.32K","-0.34%"
"Feb 12, 2019","8.90","8.90","8.90","8.90","0.99K","-1.11%"
"Feb 11, 2019","9.00","9.00","9.00","9.00","2.05K","0.00%"
"Feb 08, 2019","9.00","9.01","9.10","9.00","18.00K","-0.11%"
"Feb 07, 2019","9.01","9.02","9.03","9.00","60.74K","-1.31%"
"Feb 06, 2019","9.13","9.10","9.14","9.10","13.09K","0.33%"
"Feb 05, 2019","9.10","9.10","9.10","9.10","28.13K","0.00%"
"Feb 01, 2019","9.10","9.10","9.10","9.10","0.04K","-1.09%"
"Jan 31, 2019","9.20","9.50","9.90","9.10","342.03K","1.10%"
"Jan 30, 2019","9.10","9.10","9.12","9.10","5.99K","-0.11%"
"Jan 29, 2019","9.11","9.11","9.11","9.11","9.88K","1.11%"
"Jan 28, 2019","9.01","9.01","9.01","9.01","18.79K","0.11%"
"Jan 25, 2019","9.00","9.60","9.60","9.00","407.93K","-6.25%"
"Jan 24, 2019","9.60","8.90","9.60","8.70","96.94K","7.87%"
"Jan 23, 2019","8.90","8.90","8.90","8.90","1.10K","0.00%"
"Jan 22, 2019","8.90","8.89","8.90","8.70","11.43K","0.00%"
"Jan 21, 2019","8.90","8.90","8.90","8.55","0.03K","-90.00%"
"Jan 18, 2019","89.00","85.10","89.00","85.10","0.01K","-1.00%"
"Jan 17, 2019","89.90","89.90","89.90","89.90","0.03K","-0.11%"
"Jan 14, 2019","90.00","89.90","90.00","89.90","1.21K","5.76%"
"Jan 11, 2019","85.10","85.10","85.10","85.00","3.93K","0.12%"
"Jan 10, 2019","85.00","85.10","85.50","85.00","16.97K","-2.19%"
"Jan 09, 2019","86.90","86.90","86.90","86.90","0.01K","2.12%"
"Jan 08, 2019","85.10","85.50","85.50","85.00","15.05K","-2.07%"
"Jan 07, 2019","86.90","86.00","86.90","85.80","0.18K","-0.11%"
"Jan 03, 2019","87.00","85.00","87.00","85.00","0.80K","2.35%"
"Jan 02, 2019","85.00","85.00","88.00","85.00","8.25K","0.00%"
"Dec 31, 2018","85.00","85.00","85.00","85.00","0.00K","0.00%"
"Dec 28, 2018","85.00","85.10","85.10","85.00","1.27K","-14.23%"
"Dec 27, 2018","99.10","99.10","99.10","99.10","0.00K","16.59%"
"Dec 24, 2018","85.00","85.00","85.00","85.00","0.59K","0.00%"
"Dec 20, 2018","85.00","85.00","85.00","85.00","0.86K","0.00%"
"Dec 18, 2018","85.00","85.00","85.00","85.00","0.55K","0.00%"
"Dec 17, 2018","85.00","85.00","85.00","85.00","2.82K","0.00%"
"Dec 14, 2018","85.00","85.00","85.00","85.00","5.00K","0.00%"
"Dec 13, 2018","85.00","85.10","85.10","85.00","0.20K","0.00%"
"Dec 12, 2018","85.00","85.00","85.00","85.00","0.20K","0.00%"
"Dec 11, 2018","85.00","85.00","85.00","85.00","6.40K","0.00%"
"Dec 10, 2018","85.00","85.00","85.00","85.00","1.93K","0.00%"
"Dec 07, 2018","85.00","85.00","85.00","85.00","3.51K","0.00%"
"Dec 06, 2018","85.00","84.00","85.00","84.00","43.01K","1.19%"
"Dec 05, 2018","84.00","84.90","84.90","84.00","0.51K","-1.06%"
"Dec 04, 2018","84.90","84.90","84.90","84.90","0.00K","-0.12%"
