"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 11, 2020","3.52","3.64","3.64","3.52","69.10K","-3.23%"
"Feb 10, 2020","3.64","3.64","3.76","3.64","1.15K","3.33%"
"Feb 07, 2020","3.52","3.52","3.52","3.52","159.39K","0.00%"
"Feb 06, 2020","3.52","3.58","3.93","3.52","45.23K","0.00%"
"Feb 05, 2020","3.52","3.81","3.81","3.52","95.35K","-7.69%"
"Feb 03, 2020","3.81","3.64","3.87","3.64","1.08K","-8.45%"
"Jan 31, 2020","4.17","4.11","4.17","4.05","48.93K","9.23%"
"Jan 30, 2020","3.81","4.11","4.11","3.52","6.66K","1.56%"
"Jan 29, 2020","3.76","3.81","3.81","3.52","89.14K","-3.03%"
"Jan 28, 2020","3.87","3.87","3.87","3.87","2.64K","-2.94%"
"Jan 24, 2020","3.99","3.99","3.99","3.99","3.41K","0.00%"
"Jan 23, 2020","3.99","3.99","3.99","3.99","1.09K","1.49%"
"Jan 21, 2020","3.93","3.87","3.99","3.87","1.72K","3.08%"
"Jan 17, 2020","3.81","3.81","3.81","3.81","0.00K","-4.41%"
"Jan 16, 2020","3.99","3.93","3.99","3.81","181.52K","-1.45%"
"Jan 14, 2020","4.05","4.05","4.05","4.05","0.07K","-1.43%"
"Jan 13, 2020","4.11","4.11","4.11","4.11","0.00K","0.00%"
"Jan 09, 2020","4.11","4.11","4.11","4.11","0.00K","0.00%"
"Jan 08, 2020","4.11","4.23","4.23","3.58","19.87K","1.45%"
"Jan 07, 2020","4.05","4.11","4.11","4.05","45.38K","-2.82%"
"Jan 06, 2020","4.17","4.17","4.17","4.17","0.17K","0.00%"
"Jan 02, 2020","4.17","4.17","4.28","4.17","34.19K","-1.39%"
"Dec 31, 2019","4.23","4.23","4.23","4.23","78.69K","-1.37%"
"Dec 30, 2019","4.28","4.23","4.28","4.23","170.41K","1.39%"
"Dec 27, 2019","4.23","4.05","4.23","4.05","0.06K","0.00%"
"Dec 26, 2019","4.23","4.23","4.23","4.23","6.82K","0.00%"
"Dec 24, 2019","4.23","4.23","4.23","4.17","13.06K","0.00%"
"Dec 23, 2019","4.23","4.23","4.23","4.23","0.14K","1.41%"
"Dec 20, 2019","4.17","4.17","4.17","4.17","1.02K","0.00%"
"Dec 19, 2019","4.17","4.17","4.17","4.17","0.34K","0.00%"
"Dec 18, 2019","4.17","4.11","4.17","4.11","0.26K","2.90%"
"Dec 17, 2019","4.05","4.17","4.17","4.05","34.08K","-2.82%"
"Dec 16, 2019","4.17","4.17","4.17","4.11","5.20K","0.00%"
"Dec 13, 2019","4.17","4.11","4.17","4.11","2.73K","1.43%"
"Dec 10, 2019","4.11","4.05","4.11","4.05","8.54K","2.94%"
"Dec 09, 2019","3.99","4.23","4.23","3.99","44.16K","-5.56%"
"Dec 06, 2019","4.23","4.23","4.23","4.11","1.88K","0.00%"
"Dec 05, 2019","4.23","4.11","4.23","4.11","0.06K","0.00%"
"Dec 04, 2019","4.23","4.28","4.28","4.23","34.13K","2.86%"
"Dec 03, 2019","4.11","4.28","4.28","4.11","189.65K","-4.11%"
"Dec 02, 2019","4.28","4.23","4.28","4.11","13.69K","1.39%"
"Nov 29, 2019","4.23","4.23","4.23","4.05","13.02K","1.41%"
"Nov 28, 2019","4.17","4.34","4.34","4.17","63.41K","-1.39%"
"Nov 27, 2019","4.23","4.17","4.23","4.05","16.37K","2.86%"
"Nov 26, 2019","4.11","4.11","4.23","4.05","38.00K","0.00%"
"Nov 25, 2019","4.11","4.11","4.11","4.05","13.81K","0.00%"
"Nov 22, 2019","4.11","4.11","4.17","4.05","38.10K","-1.41%"
"Nov 21, 2019","4.17","4.17","4.17","4.11","2.54K","0.00%"
"Nov 20, 2019","4.17","4.11","4.23","4.11","162.46K","-1.39%"
"Nov 19, 2019","4.23","4.28","4.28","4.11","220.07K","0.00%"
"Nov 18, 2019","4.23","4.28","4.28","4.11","71.81K","2.86%"
"Nov 15, 2019","4.11","4.23","4.46","4.11","162.20K","0.00%"
"Nov 14, 2019","4.11","4.23","4.23","4.11","1.33K","-1.41%"
"Nov 13, 2019","4.17","4.23","4.23","4.17","5.81K","-1.39%"
"Nov 08, 2019","4.23","4.11","4.23","4.11","165.49K","-1.37%"
"Nov 07, 2019","4.28","4.28","4.28","4.28","3.71K","1.39%"
"Nov 06, 2019","4.23","4.28","4.28","4.23","51.13K","-1.37%"
"Nov 05, 2019","4.28","4.23","4.28","4.17","1.53M","0.00%"
"Nov 04, 2019","4.28","4.28","4.28","4.28","1.71K","1.39%"
"Nov 01, 2019","4.23","4.28","4.28","4.23","2.45K","2.86%"
"Oct 31, 2019","4.11","4.28","4.28","4.11","123.83K","-1.41%"
"Oct 30, 2019","4.17","4.23","4.28","4.17","17.56K","-2.74%"
"Oct 29, 2019","4.28","4.17","4.28","4.11","136.63K","2.82%"
"Oct 28, 2019","4.17","4.34","4.34","4.17","75.78K","-5.33%"
"Oct 25, 2019","4.40","4.23","4.40","4.23","43.66K","0.00%"
"Oct 24, 2019","4.40","4.34","4.40","4.23","0.03K","0.00%"
"Oct 23, 2019","4.40","4.34","4.40","4.17","0.40K","4.17%"
"Oct 22, 2019","4.23","4.28","4.28","4.23","12.72K","-1.37%"
"Oct 21, 2019","4.28","4.28","4.28","4.17","3.92K","1.39%"
"Oct 18, 2019","4.23","4.34","4.34","4.17","96.89K","-2.70%"
"Oct 17, 2019","4.34","4.23","4.34","4.11","47.23K","0.00%"
"Oct 16, 2019","4.34","4.34","4.34","4.23","0.96K","-1.33%"
"Oct 15, 2019","4.40","4.40","4.40","4.34","0.09K","1.35%"
"Oct 14, 2019","4.34","4.17","4.46","4.17","55.58K","-2.63%"
"Oct 11, 2019","4.46","4.40","4.46","4.17","10.74K","0.00%"
"Oct 10, 2019","4.46","4.46","4.46","4.34","9.56K","0.00%"
"Oct 09, 2019","4.46","4.46","4.58","4.28","37.66K","-1.30%"
"Oct 08, 2019","4.52","4.34","4.52","4.34","163.30K","6.94%"
"Oct 07, 2019","4.23","4.34","4.34","4.23","7.33K","-2.70%"
"Oct 04, 2019","4.34","4.23","4.34","4.23","4.46K","2.78%"
"Oct 03, 2019","4.23","4.23","4.23","4.17","2.24K","0.00%"
"Oct 02, 2019","4.23","4.23","4.23","4.23","0.34K","2.86%"
"Oct 01, 2019","4.11","4.11","4.11","4.11","1.30K","0.00%"
"Sep 30, 2019","4.11","4.11","4.11","4.11","22.24K","-1.41%"
"Sep 27, 2019","4.17","4.11","4.17","4.11","15.59K","-1.39%"
"Sep 26, 2019","4.23","4.17","4.23","4.17","2.29K","1.41%"
"Sep 25, 2019","4.17","4.11","4.28","4.11","5.13K","-1.39%"
"Sep 24, 2019","4.23","4.11","4.23","4.11","9.82K","2.86%"
"Sep 23, 2019","4.11","4.17","4.17","4.11","0.15K","0.00%"
"Sep 20, 2019","4.11","4.17","4.34","4.11","170.58K","-5.41%"
"Sep 19, 2019","4.34","4.05","4.34","4.05","278.02K","10.45%"
"Sep 18, 2019","3.93","4.05","4.05","3.93","5.62K","-2.90%"
"Sep 17, 2019","4.05","4.05","4.05","4.05","0.85K","-1.43%"
"Sep 16, 2019","4.11","4.11","4.11","4.11","0.05K","0.00%"
"Sep 12, 2019","4.11","4.11","4.11","4.11","4.79K","1.45%"
"Sep 11, 2019","4.05","4.11","4.11","4.05","4.41K","0.00%"
"Sep 10, 2019","4.05","4.17","4.17","4.05","1.41K","-1.43%"
"Sep 09, 2019","4.11","4.23","4.23","4.11","1.88K","0.00%"
"Sep 06, 2019","4.11","4.11","4.11","4.11","8.55K","0.00%"
"Sep 05, 2019","4.11","4.11","4.11","4.11","0.17K","0.00%"
"Sep 04, 2019","4.11","4.11","4.11","4.11","12.34K","-5.41%"
"Sep 03, 2019","4.34","4.34","4.34","4.34","0.00K","7.25%"
"Sep 02, 2019","4.05","4.11","4.23","4.05","23.34K","-1.43%"
"Aug 30, 2019","4.11","4.23","4.23","4.11","3.62K","1.45%"
"Aug 29, 2019","4.05","4.11","4.11","4.05","12.18K","-1.43%"
"Aug 28, 2019","4.11","4.05","4.11","4.05","8.69K","0.00%"
"Aug 27, 2019","4.11","4.11","4.11","4.11","176.21K","0.00%"
"Aug 26, 2019","4.11","4.17","4.23","4.11","25.76K","-2.78%"
"Aug 23, 2019","4.23","4.11","4.28","4.11","49.02K","1.41%"
"Aug 22, 2019","4.17","4.28","4.28","4.17","1.02K","-1.39%"
"Aug 21, 2019","4.23","4.34","4.34","4.11","8.21K","-2.70%"
"Aug 20, 2019","4.34","4.34","4.34","4.34","0.01K","0.00%"
"Aug 19, 2019","4.34","4.34","4.34","4.34","0.00K","1.37%"
"Aug 16, 2019","4.28","4.28","4.34","4.17","3.47K","-1.35%"
"Aug 15, 2019","4.34","4.34","4.34","4.28","1.69K","1.37%"
"Aug 13, 2019","4.28","4.40","4.40","4.28","18.75K","-1.35%"
"Aug 09, 2019","4.34","4.23","4.34","4.17","6.12K","2.78%"
"Aug 08, 2019","4.23","4.23","4.23","4.23","0.75K","-1.37%"
"Aug 07, 2019","4.28","4.11","4.28","4.05","79.06K","8.96%"
"Aug 06, 2019","3.93","4.11","4.34","3.93","260.48K","-10.67%"
"Aug 05, 2019","4.40","4.40","4.40","4.11","0.04K","0.00%"
"Aug 02, 2019","4.40","4.52","4.52","4.11","173.50K","-2.60%"
"Aug 01, 2019","4.52","4.28","4.52","4.23","10.66K","0.00%"
"Jul 31, 2019","4.52","4.52","4.52","4.52","0.00K","6.94%"
"Jul 30, 2019","4.23","4.52","4.52","4.23","113.73K","-5.26%"
"Jul 29, 2019","4.46","4.52","4.52","4.40","63.66K","-1.30%"
"Jul 26, 2019","4.52","4.23","4.58","4.23","48.96K","2.67%"
"Jul 25, 2019","4.40","4.58","4.69","4.28","50.57K","-2.60%"
"Jul 24, 2019","4.52","4.52","4.64","4.46","39.18K","5.48%"
"Jul 23, 2019","4.28","4.23","4.58","4.23","237.44K","1.39%"
"Jul 22, 2019","4.23","4.11","4.23","3.99","69.00K","2.86%"
"Jul 19, 2019","4.11","3.93","4.17","3.87","70.29K","6.06%"
"Jul 18, 2019","3.87","3.81","3.93","3.76","4.48K","1.54%"
"Jul 17, 2019","3.81","3.64","3.87","3.64","7.36K","4.84%"
"Jul 15, 2019","3.64","3.87","3.87","3.64","14.58K","-4.62%"
"Jul 12, 2019","3.81","3.70","3.81","3.70","17.06K","0.00%"
"Jul 11, 2019","3.81","3.70","3.81","3.70","0.19K","1.56%"
"Jul 10, 2019","3.76","3.70","3.76","3.52","87.60K","1.59%"
"Jul 09, 2019","3.70","3.70","3.70","3.70","0.01K","0.00%"
"Jul 08, 2019","3.70","3.70","3.70","3.64","1.70K","-1.56%"
"Jul 05, 2019","3.76","3.76","3.76","3.76","0.00K","1.59%"
"Jul 04, 2019","3.70","3.70","3.76","3.64","3.16K","1.61%"
"Jul 03, 2019","3.64","3.58","3.70","3.58","0.02K","1.64%"
"Jul 02, 2019","3.58","3.70","3.70","3.58","19.26K","-1.61%"
"Jul 01, 2019","3.64","3.58","3.64","3.58","5.11K","3.33%"
"Jun 28, 2019","3.52","3.52","3.64","3.52","172.63K","-1.64%"
"Jun 27, 2019","3.58","3.58","3.58","3.58","0.17K","3.39%"
"Jun 26, 2019","3.46","3.46","3.46","3.46","0.07K","-41.32%"
"Jun 24, 2019","5.90","6.20","6.20","5.90","0.19K","-4.84%"
"Jun 21, 2019","6.20","6.30","6.30","6.00","4.11K","3.33%"
"Jun 20, 2019","6.00","6.00","6.20","6.00","6.04K","0.00%"
"Jun 19, 2019","6.00","6.10","6.10","6.00","0.10K","-4.76%"
"Jun 18, 2019","6.30","6.10","6.40","6.00","62.63K","0.00%"
"Jun 17, 2019","6.30","6.10","6.30","6.10","157.94K","0.00%"
"Jun 14, 2019","6.30","6.00","6.50","5.90","11.68K","1.61%"
"Jun 13, 2019","6.20","6.00","6.20","5.90","1.27K","3.33%"
"Jun 12, 2019","6.00","5.90","6.00","5.90","2.58K","1.69%"
"Jun 11, 2019","5.90","5.90","5.90","5.90","0.02K","-1.67%"
"Jun 10, 2019","6.00","6.00","6.00","6.00","0.00K","0.00%"
"Jun 07, 2019","6.00","6.00","6.00","6.00","0.00K","0.00%"
"Jun 06, 2019","6.00","5.80","6.00","5.80","0.33K","0.00%"
"Jun 04, 2019","6.00","6.00","6.00","6.00","0.10K","5.26%"
"Jun 03, 2019","5.70","5.70","5.70","5.70","12.74K","-5.00%"
"May 31, 2019","6.00","6.00","6.00","5.70","4.11K","0.00%"
"May 30, 2019","6.00","6.20","6.20","5.80","7.76K","-3.23%"
"May 29, 2019","6.20","5.70","6.20","5.70","1.98K","3.33%"
"May 28, 2019","6.00","5.70","6.00","5.70","2.37K","3.45%"
"May 27, 2019","5.80","6.00","6.00","5.80","3.11K","-1.69%"
"May 24, 2019","5.90","6.00","6.00","5.80","1.31K","-1.67%"
"May 23, 2019","6.00","6.00","6.00","6.00","0.00K","3.45%"
"May 22, 2019","5.80","6.00","6.00","5.80","4.47K","0.00%"
"May 21, 2019","5.80","6.00","6.00","5.80","18.01K","-1.69%"
"May 17, 2019","5.90","6.20","6.20","5.80","19.17K","-1.67%"
"May 16, 2019","6.00","6.00","6.00","6.00","0.10K","0.00%"
"May 15, 2019","6.00","6.20","6.20","5.60","0.02K","1.69%"
"May 14, 2019","5.90","5.80","6.00","5.80","10.36K","-4.84%"
"May 13, 2019","6.20","5.80","6.20","5.80","0.30K","1.64%"
"May 10, 2019","6.10","6.20","6.20","6.10","0.11K","3.39%"
"May 09, 2019","5.90","5.90","6.20","5.90","15.75K","-4.84%"
"May 08, 2019","6.20","6.10","6.60","6.10","3.92K","1.64%"
"May 07, 2019","6.10","6.20","6.20","5.90","7.41K","0.00%"
"May 06, 2019","6.10","6.20","6.20","6.00","8.52K","-1.61%"
"May 03, 2019","6.20","6.20","6.20","6.20","0.50K","0.00%"
"May 02, 2019","6.20","6.20","6.20","6.20","0.00K","3.33%"
"Apr 30, 2019","6.00","6.20","6.20","6.00","2.37K","0.00%"
"Apr 29, 2019","6.00","6.30","6.50","6.00","60.50K","-10.45%"
"Apr 26, 2019","6.70","6.70","6.70","6.70","0.20K","-1.47%"
"Apr 25, 2019","6.80","6.80","6.80","6.80","0.10K","0.00%"
"Apr 23, 2019","6.80","6.60","6.80","6.10","1.58K","4.62%"
"Apr 18, 2019","6.50","6.80","6.80","6.50","1.50K","0.00%"
"Apr 16, 2019","6.50","6.80","6.80","6.50","2.80K","-2.99%"
"Apr 12, 2019","6.70","6.80","6.80","6.70","1.00K","3.08%"
"Apr 11, 2019","6.50","6.60","6.90","6.30","27.70K","-4.41%"
"Apr 10, 2019","6.80","6.90","6.90","6.80","0.01K","3.03%"
"Apr 09, 2019","6.60","7.00","7.00","6.60","1.52K","-5.71%"
"Apr 08, 2019","7.00","7.00","7.00","7.00","0.10K","2.94%"
"Apr 05, 2019","6.80","7.00","7.00","6.80","11.00K","-2.86%"
"Apr 04, 2019","7.00","7.00","7.00","7.00","0.00K","1.45%"
"Apr 03, 2019","6.90","7.00","7.00","6.70","4.83K","0.00%"
"Apr 02, 2019","6.90","6.80","6.90","6.70","13.34K","-1.43%"
"Apr 01, 2019","7.00","6.80","7.00","6.80","0.10K","0.00%"
"Mar 29, 2019","7.00","7.00","7.10","6.50","49.92K","2.94%"
"Mar 28, 2019","6.80","6.80","7.10","6.70","79.69K","1.49%"
"Mar 27, 2019","6.70","6.40","6.80","6.40","20.40K","4.69%"
"Mar 26, 2019","6.40","6.20","6.40","6.20","0.61K","1.59%"
"Mar 25, 2019","6.30","6.00","6.30","5.90","24.43K","5.00%"
"Mar 22, 2019","6.00","6.60","6.60","6.00","34.70K","-6.25%"
"Mar 21, 2019","6.40","6.40","6.40","6.40","0.15K","-4.48%"
"Mar 19, 2019","6.70","6.70","6.70","6.70","0.00K","0.00%"
"Mar 18, 2019","6.70","6.70","6.70","6.70","0.10K","0.00%"
"Mar 15, 2019","6.70","6.30","6.70","6.20","1.00K","-1.47%"
"Mar 13, 2019","6.80","6.90","6.90","6.30","3.30K","-1.45%"
"Mar 12, 2019","6.90","6.90","6.90","6.50","2.24K","0.00%"
"Mar 11, 2019","6.90","6.80","6.90","6.60","51.00K","-2.82%"
"Mar 08, 2019","7.10","7.10","7.10","7.10","0.00K","-1.39%"
"Mar 07, 2019","7.20","6.60","7.20","6.60","3.02K","7.46%"
"Mar 06, 2019","6.70","6.70","6.70","6.70","14.39K","-4.29%"
"Mar 05, 2019","7.00","7.10","7.10","6.70","9.58K","0.00%"
"Mar 01, 2019","7.00","7.20","7.20","6.80","0.34K","-2.78%"
"Feb 28, 2019","7.20","7.00","7.30","6.70","1.25K","2.86%"
"Feb 27, 2019","7.00","7.00","7.00","6.70","14.20K","0.00%"
"Feb 26, 2019","7.00","6.90","7.00","6.80","0.13K","2.94%"
"Feb 25, 2019","6.80","6.90","6.90","6.80","0.50K","-1.45%"
"Feb 22, 2019","6.90","6.90","6.90","6.80","1.00K","-1.43%"
"Feb 21, 2019","7.00","7.00","7.00","6.60","15.55K","-2.78%"
"Feb 20, 2019","7.20","7.20","7.20","7.20","0.00K","2.86%"
"Feb 18, 2019","7.00","7.00","7.30","6.90","7.33K","0.00%"
"Feb 15, 2019","7.00","7.00","7.30","7.00","69.67K","-4.11%"
"Feb 14, 2019","7.30","7.30","7.30","7.10","2.23K","0.00%"
"Feb 13, 2019","7.30","7.30","7.30","7.20","2.85K","0.00%"
"Feb 12, 2019","7.30","7.20","7.30","7.10","5.70K","0.00%"
"Feb 11, 2019","7.30","7.00","7.30","7.00","10.83K","2.82%"
"Feb 08, 2019","7.10","7.20","7.20","6.90","9.11K","0.00%"
"Feb 07, 2019","7.10","7.30","7.30","7.00","26.82K","0.00%"
"Feb 06, 2019","7.10","7.20","7.20","7.00","32.04K","0.00%"
"Feb 05, 2019","7.10","7.40","7.40","6.90","7.27K","-4.05%"
"Feb 01, 2019","7.40","7.40","7.40","7.00","1.51K","5.71%"
"Jan 31, 2019","7.00","7.40","7.40","6.80","30.50K","-6.67%"
"Jan 30, 2019","7.50","7.30","7.60","7.10","1.46K","2.74%"
"Jan 29, 2019","7.30","7.70","7.80","7.30","1.66K","-2.67%"
"Jan 28, 2019","7.50","7.80","7.80","7.00","36.05K","-3.85%"
"Jan 25, 2019","7.80","7.50","8.20","7.40","194.87K","5.41%"
"Jan 24, 2019","7.40","7.50","7.50","7.00","9.62K","1.37%"
"Jan 23, 2019","7.30","7.30","7.50","7.30","2.45K","4.29%"
"Jan 22, 2019","7.00","7.60","7.70","7.00","11.63K","-6.67%"
"Jan 21, 2019","7.50","7.00","7.70","7.00","65.86K","7.14%"
"Jan 18, 2019","7.00","6.80","7.00","6.50","1.73K","2.94%"
"Jan 17, 2019","6.80","6.50","6.80","6.50","3.39K","1.49%"
"Jan 16, 2019","6.70","6.70","6.70","6.70","0.60K","1.52%"
"Jan 14, 2019","6.60","6.70","6.70","6.60","10.32K","-1.49%"
"Jan 11, 2019","6.70","6.70","6.70","6.70","0.01K","-1.47%"
"Jan 10, 2019","6.80","6.80","6.80","6.80","0.00K","0.00%"
"Jan 09, 2019","6.80","6.80","6.80","6.60","1.17K","0.00%"
"Jan 08, 2019","6.80","6.80","6.80","6.80","0.10K","0.00%"
"Jan 07, 2019","6.80","6.80","6.80","6.80","1.55K","1.49%"
"Jan 04, 2019","6.70","6.60","6.70","6.60","0.00K","-1.47%"
"Jan 03, 2019","6.80","6.80","6.80","6.80","2.41K","-1.45%"
"Jan 02, 2019","6.90","6.70","6.90","6.70","0.43K","2.99%"
"Dec 31, 2018","6.70","7.10","7.10","6.50","27.20K","-2.90%"
"Dec 28, 2018","6.90","7.20","7.20","6.60","34.17K","-1.43%"
"Dec 27, 2018","7.00","7.20","7.20","7.00","4.70K","-1.41%"
"Dec 26, 2018","7.10","7.40","7.40","7.10","2.10K","-4.05%"
"Dec 20, 2018","7.40","6.80","7.60","6.80","63.98K","7.25%"
"Dec 19, 2018","6.90","6.90","6.90","6.90","0.09K","-2.82%"
"Dec 18, 2018","7.10","6.80","7.10","6.80","0.80K","2.90%"
"Dec 17, 2018","6.90","7.10","7.20","6.90","3.38K","-2.82%"
"Dec 14, 2018","7.10","7.10","7.10","7.10","2.41K","1.43%"
"Dec 13, 2018","7.00","7.10","7.10","7.00","0.10K","-1.41%"
"Dec 12, 2018","7.10","7.00","7.10","7.00","25.00K","0.00%"
"Dec 11, 2018","7.10","7.10","7.10","7.10","0.01K","-1.39%"
"Dec 10, 2018","7.20","6.90","7.20","6.90","0.02K","1.41%"
"Dec 07, 2018","7.10","7.30","7.30","7.10","0.75K","-2.74%"
"Dec 06, 2018","7.30","7.10","7.30","7.00","9.41K","2.82%"
"Dec 05, 2018","7.10","7.00","7.10","7.00","0.20K","0.00%"
"Dec 04, 2018","7.10","7.10","7.10","7.10","0.00K","0.00%"
"Dec 03, 2018","7.10","7.00","7.10","6.90","10.11K","1.43%"
"Nov 30, 2018","7.00","6.90","7.00","6.50","23.08K","1.45%"
"Nov 29, 2018","6.90","7.00","7.00","6.60","19.28K","1.47%"
"Nov 28, 2018","6.80","7.00","7.00","6.80","24.64K","-2.86%"
"Nov 27, 2018","7.00","7.20","7.20","6.80","12.30K","-2.78%"
"Nov 26, 2018","7.20","7.20","7.30","6.70","9.16K","-1.37%"
"Nov 23, 2018","7.30","7.30","7.30","7.00","0.90K","2.82%"
"Nov 21, 2018","7.10","7.10","7.10","7.10","0.02K","-2.74%"
"Nov 19, 2018","7.30","7.30","7.30","7.30","0.00K","5.80%"
"Nov 16, 2018","6.90","7.40","7.40","6.80","3.65K","1.47%"
"Nov 15, 2018","6.80","6.90","7.00","6.80","6.77K","0.00%"
"Nov 14, 2018","6.80","6.90","7.30","6.80","8.14K","-5.56%"
"Nov 13, 2018","7.20","7.20","7.20","7.20","0.10K","4.35%"
"Nov 12, 2018","6.90","7.20","7.20","6.90","42.65K","-6.76%"
"Nov 09, 2018","7.40","7.60","7.60","7.20","3.58K","5.71%"
"Nov 08, 2018","7.00","7.10","7.40","7.00","1.20K","-6.67%"
"Nov 07, 2018","7.50","7.60","7.60","7.50","1.98K","-3.85%"
"Nov 05, 2018","7.80","8.30","8.30","7.80","0.06K","0.00%"
"Nov 02, 2018","7.80","7.90","8.00","7.80","24.08K","0.00%"
"Nov 01, 2018","7.80","7.70","7.90","7.70","2.52K","1.30%"
"Oct 31, 2018","7.70","7.60","7.70","7.40","1.01K","0.00%"
"Oct 30, 2018","7.70","7.70","7.70","7.70","0.11K","0.00%"
"Oct 29, 2018","7.70","7.40","8.00","7.40","16.66K","2.67%"
"Oct 26, 2018","7.50","7.10","7.60","7.00","16.10K","0.00%"
"Oct 25, 2018","7.50","8.00","8.00","7.50","1.13K","-6.25%"
"Oct 23, 2018","8.00","7.20","8.00","7.20","3.07K","11.11%"
"Oct 22, 2018","7.20","7.20","7.20","6.90","1.81K","2.86%"
"Oct 19, 2018","7.00","7.10","7.30","7.00","27.40K","-1.41%"
"Oct 18, 2018","7.10","7.40","7.40","7.10","1.30K","1.43%"
"Oct 17, 2018","7.00","7.40","7.40","6.90","20.29K","-1.41%"
"Oct 16, 2018","7.10","7.20","7.20","7.10","2.25K","-4.05%"
"Oct 15, 2018","7.40","7.70","7.70","7.20","2.57K","-1.33%"
"Oct 12, 2018","7.50","7.60","7.80","7.50","3.70K","0.00%"
"Oct 11, 2018","7.50","7.50","7.50","7.50","0.10K","-5.06%"
"Oct 10, 2018","7.90","7.90","7.90","7.50","10.11K","2.60%"
"Oct 09, 2018","7.70","8.00","8.00","7.70","6.21K","-1.28%"
"Oct 08, 2018","7.80","7.80","8.00","7.80","15.78K","-2.50%"
"Oct 05, 2018","8.00","8.00","8.00","7.90","0.36K","0.00%"
"Oct 04, 2018","8.00","7.80","8.00","7.80","1.70K","-1.23%"
"Oct 03, 2018","8.10","7.90","8.10","7.90","4.16K","1.25%"
"Oct 02, 2018","8.00","8.00","8.00","8.00","0.20K","0.00%"
"Oct 01, 2018","8.00","8.10","8.10","8.00","0.11K","1.27%"
"Sep 28, 2018","7.90","7.90","7.90","7.50","20.08K","-1.25%"
"Sep 27, 2018","8.00","7.70","8.00","7.70","0.61K","3.90%"
"Sep 26, 2018","7.70","7.70","7.70","7.70","1.34K","2.67%"
"Sep 25, 2018","7.50","7.50","7.50","7.50","8.28K","0.00%"
"Sep 20, 2018","7.50","7.50","7.80","7.50","3.21K","-3.85%"
"Sep 19, 2018","7.80","7.90","7.90","7.80","1.10K","4.00%"
"Sep 18, 2018","7.50","8.00","8.00","7.40","23.88K","-5.06%"
"Sep 17, 2018","7.90","7.50","7.90","7.50","0.54K","1.28%"
"Sep 14, 2018","7.80","7.60","7.80","7.50","6.01K","1.30%"
"Sep 13, 2018","7.70","7.80","7.80","7.60","20.88K","-1.28%"
"Sep 12, 2018","7.80","7.90","7.90","7.80","4.16K","-2.50%"
"Sep 11, 2018","8.00","8.20","8.20","8.00","1.11K","3.90%"
"Sep 10, 2018","7.70","8.30","8.30","7.70","16.22K","-7.23%"
"Sep 07, 2018","8.30","8.20","9.00","8.20","7.81K","3.75%"
"Sep 06, 2018","8.00","8.00","8.20","8.00","6.23K","-1.23%"
"Sep 05, 2018","8.10","8.20","8.20","8.10","2.65K","-1.22%"
"Sep 04, 2018","8.20","8.20","8.20","8.00","4.25K","0.00%"
"Sep 03, 2018","8.20","8.20","8.20","7.80","21.31K","2.50%"
"Aug 31, 2018","8.00","8.20","8.20","7.80","3.67K","-2.44%"
"Aug 30, 2018","8.20","8.00","8.40","8.00","3.45K","3.80%"
"Aug 29, 2018","7.90","8.40","8.40","7.80","92.64K","-1.25%"
"Aug 28, 2018","8.00","8.00","8.00","7.80","105.10K","0.00%"
"Aug 27, 2018","8.00","9.00","9.00","8.00","0.11K","1.27%"
"Aug 24, 2018","7.90","7.90","7.90","7.70","0.01K","0.00%"
"Aug 23, 2018","7.90","7.80","7.90","7.80","9.99K","-1.25%"
"Aug 21, 2018","8.00","8.20","8.30","7.90","6.88K","-3.61%"
"Aug 20, 2018","8.30","8.00","8.30","7.90","16.73K","3.75%"
"Aug 17, 2018","8.00","8.30","8.30","8.00","25.60K","-4.76%"
"Aug 16, 2018","8.40","8.60","8.60","8.40","6.21K","-2.33%"
"Aug 15, 2018","8.60","8.30","9.00","8.30","42.84K","4.88%"
"Aug 14, 2018","8.20","8.30","8.30","8.20","1.00K","-1.20%"
"Aug 13, 2018","8.30","8.30","8.40","8.30","11.30K","0.00%"
"Aug 10, 2018","8.30","8.40","8.40","8.30","10.27K","-1.19%"
"Aug 09, 2018","8.40","8.50","8.50","8.40","33.20K","-1.18%"
"Aug 08, 2018","8.50","8.50","8.50","8.40","2.13K","1.19%"
"Aug 07, 2018","8.40","8.50","8.50","8.40","26.15K","-1.18%"
"Aug 06, 2018","8.50","8.50","8.90","8.50","59.43K","0.00%"
"Aug 03, 2018","8.50","8.40","8.80","8.40","34.52K","0.00%"
"Aug 02, 2018","8.50","8.40","8.60","8.40","10.45K","1.19%"
"Aug 01, 2018","8.40","8.50","8.50","8.40","1.50K","0.00%"
"Jul 31, 2018","8.40","8.40","8.40","8.40","6.15K","-3.45%"
"Jul 30, 2018","8.70","8.80","8.80","8.70","1.27K","2.35%"
"Jul 26, 2018","8.50","9.20","9.20","8.50","59.81K","-4.49%"
"Jul 25, 2018","8.90","8.90","8.90","8.90","1.00K","-1.11%"
"Jul 24, 2018","9.00","9.20","9.30","9.00","17.10K","0.00%"
"Jul 23, 2018","9.00","9.20","9.30","9.00","16.60K","0.00%"
"Jul 20, 2018","9.00","9.00","9.00","9.00","0.10K","-4.26%"
"Jul 19, 2018","9.40","9.10","9.40","9.10","13.28K","3.30%"
