"Date","Price","Open","High","Low","Vol.","Change %"
"Jul 18, 2018","9.10","9.30","9.50","9.10","15.13K","-2.15%"
"Jul 17, 2018","9.30","9.50","9.50","9.10","12.44K","0.00%"
"Jul 16, 2018","9.30","9.20","9.30","9.20","51.86K","0.00%"
"Jul 13, 2018","9.30","9.80","9.80","9.30","10.10K","-2.11%"
"Jul 12, 2018","9.50","9.40","9.50","9.40","16.85K","5.56%"
"Jul 11, 2018","9.00","9.00","9.00","9.00","2.40K","-4.26%"
"Jul 10, 2018","9.40","9.30","9.50","9.30","3.87K","4.44%"
"Jul 09, 2018","9.00","9.00","9.00","9.00","4.18K","-5.26%"
"Jul 06, 2018","9.50","9.40","9.50","9.40","6.01K","2.15%"
"Jul 05, 2018","9.30","9.50","9.50","8.90","14.38K","3.33%"
"Jul 04, 2018","9.00","9.60","9.60","9.00","30.00K","-5.26%"
"Jul 03, 2018","9.50","9.60","9.70","9.40","27.00K","-3.06%"
"Jul 02, 2018","9.80","9.80","9.80","9.50","15.38K","0.00%"
"Jun 29, 2018","9.80","9.30","10.90","9.00","6.85K","3.16%"
"Jun 25, 2018","9.50","9.60","9.60","9.50","0.26K","6.74%"
"Jun 22, 2018","8.90","8.60","8.90","8.60","0.00K","-7.29%"
"Jun 21, 2018","9.60","9.60","9.60","9.60","0.10K","10.34%"
"Jun 20, 2018","8.70","9.60","9.60","8.60","10.63K","-9.38%"
"Jun 19, 2018","9.60","9.50","9.70","9.50","0.15K","1.05%"
"Jun 18, 2018","9.50","9.70","9.70","9.20","0.20K","-2.06%"
"Jun 14, 2018","9.70","9.60","9.70","9.30","14.73K","0.00%"
"Jun 13, 2018","9.70","9.80","10.20","9.70","12.03K","0.00%"
"Jun 12, 2018","9.70","9.90","10.00","9.70","18.03K","-2.02%"
"Jun 11, 2018","9.90","9.90","9.90","9.90","1.52K","1.02%"
"Jun 08, 2018","9.80","9.80","9.80","9.80","0.30K","0.00%"
"Jun 07, 2018","9.80","9.90","9.90","9.80","7.43K","0.00%"
"Jun 06, 2018","9.80","10.30","10.30","9.80","1.31K","-2.97%"
"Jun 05, 2018","10.10","10.10","10.10","10.10","0.29K","-1.94%"
"Jun 04, 2018","10.30","10.20","10.30","10.00","54.55K","0.98%"
"Jun 01, 2018","10.20","10.50","10.90","10.10","14.00K","0.99%"
"May 31, 2018","10.10","10.50","10.50","10.10","1.05K","-3.81%"
"May 30, 2018","10.50","10.00","10.50","10.00","20.15K","-1.87%"
"May 28, 2018","10.70","10.00","10.70","10.00","48.78K","3.88%"
"May 25, 2018","10.30","10.10","10.30","10.10","3.12K","0.98%"
"May 24, 2018","10.20","9.80","10.20","9.50","10.42K","2.00%"
"May 23, 2018","10.00","10.20","10.20","10.00","3.90K","-0.99%"
"May 22, 2018","10.10","10.20","10.70","10.10","51.12K","-2.88%"
"May 21, 2018","10.40","10.60","10.60","10.30","36.87K","0.97%"
"May 18, 2018","10.30","11.00","11.00","10.30","3.30K","-3.74%"
"May 17, 2018","10.70","11.00","11.20","10.70","154.54K","-3.60%"
"May 16, 2018","11.10","11.20","11.20","10.70","73.35K","1.83%"
"May 15, 2018","10.90","11.10","11.10","10.90","28.70K","-2.68%"
"May 14, 2018","11.20","11.10","11.40","11.10","22.13K","0.90%"
"May 11, 2018","11.10","10.90","11.10","10.90","31.91K","0.91%"
"May 10, 2018","11.00","11.10","11.10","10.90","66.11K","0.00%"
"May 09, 2018","11.00","11.10","11.10","11.00","47.77K","0.00%"
"May 08, 2018","11.00","11.00","11.20","11.00","47.03K","-0.90%"
"May 04, 2018","11.10","11.00","11.30","11.00","25.38K","0.00%"
"May 03, 2018","11.10","10.90","11.20","10.90","82.68K","2.78%"
"May 02, 2018","10.80","11.10","11.10","10.80","53.37K","-1.82%"
"May 01, 2018","11.00","11.30","11.30","11.00","515.26K","0.00%"
"Apr 27, 2018","11.00","10.70","11.20","10.70","247.25K","2.80%"
"Apr 26, 2018","10.70","10.60","10.80","10.60","136.72K","1.90%"
"Apr 25, 2018","10.50","10.40","10.60","10.30","38.54K","0.00%"
"Apr 24, 2018","10.50","10.50","10.50","10.30","2.15K","-1.87%"
"Apr 23, 2018","10.70","10.50","10.80","10.30","54.99K","0.94%"
"Apr 20, 2018","10.60","10.40","10.70","10.30","46.04K","0.95%"
"Apr 19, 2018","10.50","10.10","10.60","9.90","116.15K","5.00%"
"Apr 18, 2018","10.00","9.30","10.00","9.30","128.13K","5.26%"
"Apr 17, 2018","9.50","9.20","9.50","9.10","15.03K","2.15%"
"Apr 16, 2018","9.30","9.40","9.40","9.00","12.40K","1.09%"
"Apr 12, 2018","9.20","9.20","9.50","9.10","2.56K","-1.08%"
"Apr 11, 2018","9.30","9.50","9.70","9.30","84.53K","-1.06%"
"Apr 10, 2018","9.40","8.90","9.50","8.90","255.08K","6.82%"
"Apr 09, 2018","8.80","8.80","8.90","8.70","21.55K","1.15%"
"Apr 06, 2018","8.70","8.80","8.80","8.50","21.30K","0.00%"
"Apr 05, 2018","8.70","8.40","8.80","8.40","15.69K","4.82%"
"Apr 04, 2018","8.30","7.80","8.30","7.80","28.94K","1.22%"
"Apr 03, 2018","8.20","8.00","8.20","8.00","12.40K","2.50%"
"Apr 02, 2018","8.00","7.80","8.20","7.80","19.81K","2.56%"
"Mar 29, 2018","7.80","7.80","8.00","7.70","14.76K","0.00%"
"Mar 28, 2018","7.80","7.90","8.00","7.80","12.15K","0.00%"
"Mar 27, 2018","7.80","7.80","7.90","7.70","13.03K","0.00%"
"Mar 26, 2018","7.80","7.80","8.00","7.70","15.64K","0.00%"
"Mar 23, 2018","7.80","8.20","8.20","7.80","1.94K","-1.27%"
"Mar 22, 2018","7.90","8.10","8.10","7.80","55.99K","-2.47%"
"Mar 21, 2018","8.10","8.30","8.30","8.10","16.62K","-1.22%"
"Mar 20, 2018","8.20","8.30","8.30","8.20","3.65K","-1.20%"
"Mar 19, 2018","8.30","8.40","8.40","8.10","25.04K","-2.35%"
"Mar 16, 2018","8.50","8.80","9.00","8.40","89.63K","1.19%"
"Mar 15, 2018","8.40","8.50","8.60","8.40","2.99K","-1.18%"
"Mar 14, 2018","8.50","8.50","8.50","8.50","5.00K","-2.30%"
"Mar 13, 2018","8.70","8.70","8.70","8.50","3.50K","2.35%"
"Mar 12, 2018","8.50","8.90","8.90","8.50","14.16K","0.00%"
"Mar 09, 2018","8.50","8.50","8.70","8.50","11.73K","-3.41%"
"Mar 08, 2018","8.80","8.50","8.80","8.50","3.78K","0.00%"
"Mar 07, 2018","8.80","8.80","8.80","8.80","0.04K","2.33%"
"Mar 06, 2018","8.60","8.70","8.90","8.60","27.14K","-1.15%"
"Mar 05, 2018","8.70","8.70","8.70","8.70","0.10K","0.00%"
"Mar 02, 2018","8.70","8.50","8.70","8.50","13.85K","2.35%"
"Feb 28, 2018","8.50","8.60","8.60","8.40","4.88K","-1.16%"
"Feb 27, 2018","8.60","8.60","8.60","8.40","12.45K","0.00%"
"Feb 26, 2018","8.60","8.70","8.70","8.60","15.00K","-1.15%"
"Feb 23, 2018","8.70","9.00","9.00","8.70","11.21K","-1.14%"
"Feb 22, 2018","8.80","8.90","8.90","8.70","8.77K","-1.12%"
"Feb 21, 2018","8.90","8.80","8.90","8.70","30.37K","4.71%"
"Feb 20, 2018","8.50","8.50","8.50","8.40","41.20K","-4.49%"
"Feb 19, 2018","8.90","8.70","8.90","8.50","48.08K","0.00%"
"Feb 16, 2018","8.90","9.00","9.40","8.80","109.94K","-6.32%"
"Feb 15, 2018","9.50","9.50","9.50","9.10","6.27K","1.06%"
"Feb 14, 2018","9.40","9.30","9.60","9.20","96.30K","1.08%"
"Feb 12, 2018","9.30","9.50","9.50","8.80","24.01K","-3.13%"
"Feb 09, 2018","9.60","9.50","9.70","9.20","83.07K","2.13%"
"Feb 08, 2018","9.40","9.30","9.40","9.10","99.73K","3.30%"
"Feb 07, 2018","9.10","8.40","9.30","8.40","220.22K","5.81%"
"Feb 06, 2018","8.60","8.40","8.80","8.40","71.55K","1.18%"
"Feb 02, 2018","8.50","8.30","8.70","8.00","146.72K","3.66%"
"Feb 01, 2018","8.20","7.90","8.50","7.90","79.82K","6.49%"
"Jan 30, 2018","7.70","7.60","7.90","7.50","33.06K","0.00%"
"Jan 29, 2018","7.70","7.90","7.90","7.70","14.45K","-1.28%"
"Jan 26, 2018","7.80","7.90","7.90","7.80","5.12K","0.00%"
"Jan 25, 2018","7.80","8.00","8.00","7.80","35.18K","-2.50%"
"Jan 24, 2018","8.00","8.00","8.00","8.00","2.51K","0.00%"
"Jan 23, 2018","8.00","8.20","8.30","8.00","28.83K","-1.23%"
"Jan 22, 2018","8.10","8.10","8.30","8.10","43.78K","0.00%"
"Jan 19, 2018","8.10","7.90","8.30","7.90","86.67K","3.85%"
"Jan 18, 2018","7.80","8.00","8.20","7.80","21.84K","-2.50%"
"Jan 17, 2018","8.00","7.80","8.20","7.70","42.09K","2.56%"
"Jan 16, 2018","7.80","7.80","8.60","7.80","111.43K","0.91%"
"Jan 09, 2018","7.73","7.67","7.73","7.53","16.83K","0.78%"
"Jan 08, 2018","7.67","8.00","8.00","7.67","7.14K","-3.28%"
"Jan 05, 2018","7.93","7.80","8.00","7.80","6.03K","1.67%"
"Jan 04, 2018","7.80","7.67","8.00","7.33","65.86K","-0.89%"
"Jan 03, 2018","7.87","8.00","8.13","7.80","38.98K","-1.63%"
"Jan 02, 2018","8.00","8.33","8.33","8.00","5.37K","-0.87%"
"Dec 29, 2017","8.07","8.00","8.40","7.67","55.32K","0.87%"
"Dec 28, 2017","8.00","8.33","8.47","8.00","114.86K","-1.60%"
"Dec 27, 2017","8.13","7.00","8.73","7.00","205.00K","16.14%"
"Dec 26, 2017","7.00","7.13","7.13","6.67","18.89K","-1.82%"
"Dec 22, 2017","7.13","7.20","7.27","7.00","5.26K","4.85%"
"Dec 21, 2017","6.80","6.73","7.20","6.73","1.26K","-3.82%"
"Dec 20, 2017","7.07","7.13","7.13","6.67","11.34K","7.12%"
"Dec 19, 2017","6.60","6.87","7.27","6.60","2.00K","-1.93%"
"Dec 18, 2017","6.73","6.67","6.93","6.67","7.72K","0.00%"
"Dec 15, 2017","6.73","7.13","7.20","6.73","1.68K","-5.61%"
"Dec 14, 2017","7.13","7.13","7.13","7.13","1.72K","0.00%"
"Dec 13, 2017","7.13","6.73","7.13","6.73","17.05K","5.94%"
"Dec 12, 2017","6.73","6.73","6.73","6.53","17.10K","0.90%"
"Dec 11, 2017","6.67","6.67","6.67","6.67","4.60K","0.00%"
"Dec 08, 2017","6.67","6.67","6.67","6.60","1.65K","-4.71%"
"Dec 07, 2017","7.00","6.93","7.07","6.73","6.16K","4.95%"
"Dec 06, 2017","6.67","6.67","6.67","6.67","8.21K","0.00%"
"Dec 05, 2017","6.67","6.67","6.73","6.67","5.42K","0.00%"
"Dec 04, 2017","6.67","7.00","7.20","6.53","24.42K","-2.91%"
"Nov 30, 2017","6.87","7.33","7.33","6.87","0.08K","-0.87%"
"Nov 29, 2017","6.93","7.07","7.07","6.93","1.38K","-1.98%"
"Nov 28, 2017","7.07","7.40","7.40","7.07","8.02K","-4.46%"
"Nov 27, 2017","7.40","7.40","7.47","7.27","16.59K","-3.52%"
"Nov 24, 2017","7.67","7.60","8.07","7.60","162.67K","0.92%"
"Nov 23, 2017","7.60","7.60","7.67","7.20","1.74K","-0.91%"
"Nov 22, 2017","7.67","7.67","7.67","7.67","0.02K","0.00%"
"Nov 21, 2017","7.67","7.80","7.80","7.00","20.46K","3.65%"
"Nov 20, 2017","7.40","7.60","7.73","7.40","7.06K","-3.52%"
"Nov 17, 2017","7.67","7.73","7.73","7.33","24.93K","-0.78%"
"Nov 16, 2017","7.73","9.33","9.33","7.73","37.39K","0.26%"
"Nov 15, 2017","7.71","7.34","7.76","7.24","7.92K","5.04%"
"Nov 14, 2017","7.34","7.76","7.76","7.34","14.16K","-5.41%"
"Nov 13, 2017","7.76","8.08","8.08","7.76","6.01K","-3.36%"
"Nov 10, 2017","8.03","8.03","8.13","8.03","81.06K","0.75%"
"Nov 09, 2017","7.97","8.13","8.13","7.92","0.31K","-2.57%"
"Nov 08, 2017","8.18","8.18","8.18","7.97","2.51K","3.94%"
"Nov 07, 2017","7.87","8.29","8.29","7.87","10.05K","-5.07%"
"Nov 06, 2017","8.29","7.87","8.34","7.87","1.50K","-0.60%"
"Nov 02, 2017","8.34","8.13","8.34","8.03","2.32K","-0.60%"
"Nov 01, 2017","8.39","8.39","8.55","8.34","95.53K","0.00%"
"Oct 31, 2017","8.39","8.29","8.55","8.13","64.94K","6.61%"
"Oct 30, 2017","7.87","8.18","8.39","7.87","95.87K","-3.79%"
"Oct 27, 2017","8.18","8.92","8.92","8.03","192.21K","-8.30%"
"Oct 26, 2017","8.92","9.02","9.02","8.92","2.03K","-1.11%"
"Oct 25, 2017","9.02","9.39","9.44","9.02","29.54K","-4.45%"
"Oct 24, 2017","9.44","9.44","9.44","9.44","0.06K","0.00%"
"Oct 23, 2017","9.44","9.70","9.70","9.07","5.94K","-1.15%"
"Oct 20, 2017","9.55","9.39","9.65","9.18","21.69K","1.70%"
"Oct 19, 2017","9.39","9.44","9.44","9.39","7.44K","2.29%"
"Oct 17, 2017","9.18","9.70","9.70","9.18","2.25K","-4.38%"
"Oct 16, 2017","9.60","9.60","9.60","9.18","10.51K","1.69%"
"Oct 12, 2017","9.44","9.49","9.86","9.44","4.06K","-3.77%"
"Oct 11, 2017","9.81","9.81","9.81","9.81","0.27K","2.19%"
"Oct 10, 2017","9.60","9.97","9.97","9.44","33.85K","-2.14%"
"Oct 09, 2017","9.81","10.18","10.39","9.60","11.10K","0.00%"
"Oct 06, 2017","9.81","9.91","9.91","9.70","18.50K","-3.63%"
"Oct 04, 2017","10.18","9.97","10.33","9.76","47.12K","2.72%"
"Oct 03, 2017","9.91","10.39","11.02","9.86","270.08K","-3.13%"
"Oct 02, 2017","10.23","10.07","10.44","9.91","189.06K","2.61%"
"Sep 29, 2017","9.97","9.70","10.18","9.49","34.91K","1.63%"
"Sep 28, 2017","9.81","9.97","9.97","9.65","29.17K","-1.60%"
"Sep 27, 2017","9.97","10.44","10.44","9.44","151.38K","0.00%"
"Sep 26, 2017","9.97","9.97","10.49","9.86","300.75K","0.61%"
"Sep 25, 2017","9.91","9.65","9.97","9.44","44.45K","3.23%"
"Sep 22, 2017","9.60","9.70","9.70","9.18","14.73K","-0.52%"
"Sep 21, 2017","9.65","9.70","9.70","9.34","68.45K","5.12%"
"Sep 20, 2017","9.18","9.81","9.81","9.18","91.41K","-2.75%"
"Sep 19, 2017","9.44","9.44","9.97","9.44","75.48K","1.07%"
"Sep 18, 2017","9.34","9.97","10.23","9.23","271.90K","-6.32%"
"Sep 15, 2017","9.97","8.71","10.49","8.71","893.76K","14.47%"
"Sep 14, 2017","8.71","7.76","8.71","7.76","258.71K","13.71%"
"Sep 13, 2017","7.66","7.76","7.82","7.66","33.57K","0.00%"
"Sep 12, 2017","7.66","7.87","7.87","7.61","36.39K","1.46%"
"Sep 11, 2017","7.55","7.87","7.87","7.55","9.34K","-1.44%"
"Sep 08, 2017","7.66","7.50","7.87","7.50","68.66K","0.66%"
"Sep 07, 2017","7.61","7.61","7.61","7.61","3.43K","0.00%"
"Sep 06, 2017","7.61","7.61","7.61","7.50","2.21K","0.00%"
"Sep 04, 2017","7.61","7.61","7.87","7.55","65.14K","1.47%"
"Aug 31, 2017","7.50","7.55","7.55","7.50","0.57K","-1.45%"
"Aug 30, 2017","7.61","7.61","7.61","7.55","23.07K","0.79%"
"Aug 29, 2017","7.55","7.34","7.55","7.34","0.48K","-0.79%"
"Aug 28, 2017","7.61","7.29","7.61","7.29","8.77K","4.39%"
"Aug 24, 2017","7.29","7.29","7.29","7.29","0.00K","-5.45%"
"Aug 23, 2017","7.71","7.61","7.82","7.34","11.73K","1.31%"
"Aug 22, 2017","7.61","7.61","7.61","7.61","0.00K","2.84%"
"Aug 21, 2017","7.40","7.40","7.40","7.40","0.95K","3.79%"
"Aug 18, 2017","7.13","7.45","7.45","7.13","16.21K","-4.30%"
"Aug 17, 2017","7.45","7.61","7.61","7.45","8.59K","-8.36%"
"Aug 16, 2017","8.13","8.39","8.39","8.13","0.97K","-2.52%"
"Aug 15, 2017","8.34","8.34","8.34","8.34","2.00K","0.60%"
"Aug 14, 2017","8.29","8.66","8.76","8.18","35.61K","-1.19%"
"Aug 11, 2017","8.39","7.71","8.92","7.71","119.15K","11.87%"
"Aug 10, 2017","7.50","7.55","7.55","7.50","2.10K","-0.66%"
"Aug 09, 2017","7.55","7.55","7.61","7.55","5.57K","-0.79%"
"Aug 08, 2017","7.61","7.61","7.61","7.61","4.21K","0.00%"
"Aug 04, 2017","7.61","7.71","7.71","7.61","6.49K","-0.65%"
"Aug 03, 2017","7.66","7.66","7.66","7.66","0.38K","2.82%"
"Aug 02, 2017","7.45","7.66","7.66","7.45","2.22K","-4.73%"
"Aug 01, 2017","7.82","7.82","7.82","7.82","0.38K","2.76%"
"Jul 31, 2017","7.61","7.61","7.61","7.61","1.71K","-2.69%"
"Jul 28, 2017","7.82","7.87","7.87","7.82","6.86K","2.76%"
"Jul 27, 2017","7.61","7.71","7.71","7.61","25.54K","-3.91%"
"Jul 26, 2017","7.92","7.71","7.92","7.71","1.93K","0.64%"
"Jul 25, 2017","7.87","7.76","7.87","7.71","12.39K","1.42%"
"Jul 24, 2017","7.76","7.76","7.87","7.71","7.59K","0.65%"
"Jul 21, 2017","7.71","7.87","7.87","7.71","9.08K","0.00%"
"Jul 20, 2017","7.71","7.87","7.87","7.71","28.43K","-2.03%"
"Jul 19, 2017","7.87","7.87","7.87","7.82","11.29K","0.00%"
"Jul 18, 2017","7.87","7.87","7.87","7.87","8.56K","0.00%"
"Jul 17, 2017","7.87","8.24","8.24","7.87","34.90K","-4.49%"
"Jul 14, 2017","8.24","8.13","8.24","7.87","8.69K","4.04%"
"Jul 13, 2017","7.92","8.08","8.13","7.66","44.73K","0.00%"
"Jul 12, 2017","7.92","7.87","7.92","7.87","30.78K","4.07%"
"Jul 11, 2017","7.61","7.87","7.87","7.61","20.30K","-3.30%"
"Jul 10, 2017","7.87","7.76","7.87","7.76","2.55K","0.00%"
"Jul 07, 2017","7.87","7.97","8.08","7.87","33.59K","-1.25%"
"Jul 06, 2017","7.97","7.50","8.03","7.40","101.20K","4.73%"
"Jul 05, 2017","7.61","7.61","7.61","7.61","0.19K","0.00%"
"Jul 04, 2017","7.61","7.61","7.61","7.61","0.02K","-1.93%"
"Jul 03, 2017","7.76","7.61","7.76","7.61","4.96K","1.97%"
"Jun 30, 2017","7.61","7.34","7.61","7.24","18.43K","3.68%"
"Jun 29, 2017","7.34","7.29","7.61","7.24","2.40K","-3.55%"
"Jun 28, 2017","7.61","7.45","7.61","7.34","17.37K","2.15%"
"Jun 27, 2017","7.45","7.82","7.82","7.40","5.72K","2.90%"
"Jun 23, 2017","7.24","8.08","8.08","7.24","1.15K","-8.01%"
"Jun 22, 2017","7.87","7.82","7.87","7.71","17.05K","2.74%"
"Jun 21, 2017","7.66","7.82","8.08","7.66","17.75K","-2.05%"
"Jun 20, 2017","7.82","7.82","7.87","7.82","4.90K","0.00%"
"Jun 19, 2017","7.82","7.61","8.03","7.61","4.38K","-1.88%"
"Jun 16, 2017","7.97","8.13","8.13","7.61","0.98K","-2.57%"
"Jun 15, 2017","8.18","7.97","8.18","7.87","29.83K","1.87%"
"Jun 14, 2017","8.03","7.92","8.24","7.92","2.42K","-1.83%"
"Jun 13, 2017","8.18","7.92","8.18","7.92","9.53K","-1.33%"
"Jun 12, 2017","8.29","8.55","8.55","7.92","30.44K","-0.60%"
"Jun 09, 2017","8.34","8.60","8.60","7.97","29.02K","3.86%"
"Jun 07, 2017","8.03","8.71","8.71","8.03","11.45K","-4.29%"
"Jun 06, 2017","8.39","8.55","8.71","8.39","275.32K","-1.87%"
"Jun 05, 2017","8.55","8.29","8.71","8.29","8.93K","1.91%"
"Jun 02, 2017","8.39","8.39","8.39","7.87","90.87K","6.61%"
"Jun 01, 2017","7.87","9.02","9.07","7.50","349.94K","-16.63%"
"May 31, 2017","9.44","9.34","9.44","8.92","130.82K","1.07%"
"May 30, 2017","9.34","9.44","9.44","9.34","0.01K","0.00%"
"May 29, 2017","9.34","9.44","9.44","9.18","3.79K","-1.06%"
"May 26, 2017","9.44","9.49","9.49","9.34","9.90K","-1.15%"
"May 25, 2017","9.55","9.55","9.55","9.39","8.40K","1.17%"
"May 24, 2017","9.44","9.70","9.70","9.39","23.06K","-2.18%"
"May 23, 2017","9.65","9.60","9.70","9.44","41.72K","0.52%"
"May 22, 2017","9.60","9.13","9.65","9.13","57.26K","4.58%"
"May 19, 2017","9.18","8.92","9.18","8.87","18.28K","3.49%"
"May 18, 2017","8.87","8.13","8.92","8.13","102.21K","5.72%"
"May 17, 2017","8.39","7.71","8.39","7.71","61.65K","6.61%"
"May 16, 2017","7.87","7.82","7.97","7.45","116.99K","0.64%"
"May 15, 2017","7.82","6.77","7.82","6.77","161.78K","16.54%"
"May 12, 2017","6.71","6.71","6.71","6.71","1.31K","0.75%"
"May 09, 2017","6.66","6.66","6.66","6.56","37.16K","2.46%"
"May 08, 2017","6.50","6.66","6.66","6.50","0.01K","2.36%"
"May 05, 2017","6.35","6.66","6.66","6.35","11.44K","-4.65%"
"May 04, 2017","6.66","6.56","6.82","6.56","5.45K","1.52%"
"May 03, 2017","6.56","6.82","6.82","6.56","0.35K","-3.81%"
"May 02, 2017","6.82","7.08","7.08","6.71","3.80K","-2.99%"
"Apr 28, 2017","7.03","6.98","7.08","6.98","2.44K","0.72%"
"Apr 27, 2017","6.98","7.08","7.08","6.35","0.04K","4.02%"
"Apr 26, 2017","6.71","7.03","7.19","6.71","26.44K","-4.55%"
"Apr 25, 2017","7.03","6.50","7.19","6.50","54.93K","9.84%"
"Apr 24, 2017","6.40","6.29","6.40","6.14","40.06K","4.23%"
"Apr 21, 2017","6.14","6.29","6.29","6.14","19.54K","-1.60%"
"Apr 20, 2017","6.24","5.93","6.29","5.93","14.55K","4.35%"
"Apr 19, 2017","5.98","5.88","6.03","5.67","23.70K","3.64%"
"Apr 17, 2017","5.77","5.82","5.88","5.77","7.89K","0.00%"
"Apr 12, 2017","5.77","5.77","5.77","5.51","0.84K","0.00%"
"Apr 11, 2017","5.77","5.77","5.77","5.77","0.00K","0.00%"
"Apr 07, 2017","5.77","5.67","5.82","5.67","3.26K","1.76%"
"Apr 06, 2017","5.67","5.67","5.67","5.67","0.00K","6.98%"
"Apr 05, 2017","5.30","5.72","5.72","5.30","2.09K","0.00%"
"Apr 04, 2017","5.30","5.30","5.30","5.30","0.00K","0.95%"
"Apr 03, 2017","5.25","5.35","5.35","5.25","4.77K","-8.22%"
"Mar 31, 2017","5.72","5.35","5.72","5.25","3.82K","0.88%"
"Mar 30, 2017","5.67","5.67","5.67","5.51","2.62K","5.98%"
"Mar 29, 2017","5.35","5.35","5.35","5.35","1.05K","0.94%"
"Mar 28, 2017","5.30","5.30","5.30","5.25","1.25K","0.00%"
"Mar 27, 2017","5.30","5.25","5.30","5.25","1.45K","0.95%"
"Mar 24, 2017","5.25","5.25","5.25","5.25","0.34K","0.00%"
"Mar 23, 2017","5.25","4.98","5.25","4.98","1.72K","0.00%"
"Mar 22, 2017","5.25","5.25","5.25","5.25","0.10K","-4.72%"
"Mar 21, 2017","5.51","5.51","5.51","5.51","0.10K","4.95%"
"Mar 17, 2017","5.25","5.40","5.40","5.25","3.87K","-2.78%"
"Mar 16, 2017","5.40","5.40","5.40","5.40","0.61K","0.00%"
"Mar 15, 2017","5.40","5.40","5.40","5.40","0.29K","1.89%"
"Mar 14, 2017","5.30","5.61","5.61","5.25","9.44K","-4.68%"
"Mar 13, 2017","5.56","5.56","5.61","5.25","20.70K","0.00%"
"Mar 10, 2017","5.56","5.51","5.56","5.35","17.32K","0.91%"
"Mar 09, 2017","5.51","5.40","5.56","5.35","1.54K","2.04%"
"Mar 08, 2017","5.40","5.51","5.56","5.35","12.09K","-2.00%"
"Mar 07, 2017","5.51","5.51","5.51","5.51","0.00K","-0.90%"
"Mar 06, 2017","5.56","5.51","5.56","5.51","21.60K","5.90%"
"Mar 03, 2017","5.25","5.35","5.51","5.25","31.25K","0.00%"
"Mar 02, 2017","5.25","5.25","5.51","5.25","18.30K","0.00%"
"Mar 01, 2017","5.25","5.35","5.35","5.25","0.77K","-1.87%"
"Feb 28, 2017","5.35","4.83","5.35","4.83","228.78K","7.43%"
"Feb 27, 2017","4.98","5.25","5.25","4.98","15.45K","-1.19%"
"Feb 23, 2017","5.04","5.04","5.25","5.04","32.65K","0.00%"
"Feb 21, 2017","5.04","5.09","5.09","5.04","12.30K","-2.89%"
"Feb 20, 2017","5.19","5.09","5.19","5.09","2.01K","0.00%"
"Feb 17, 2017","5.19","5.19","5.19","5.19","0.00K","2.98%"
"Feb 16, 2017","5.04","5.19","5.19","5.04","1.91K","-0.98%"
"Feb 15, 2017","5.09","5.19","5.19","5.09","0.03K","2.21%"
"Feb 13, 2017","4.98","5.19","5.19","4.98","34.45K","-4.05%"
"Feb 09, 2017","5.19","5.19","5.19","5.19","0.00K","0.00%"
"Feb 08, 2017","5.19","5.25","5.25","5.19","0.39K","4.22%"
"Feb 07, 2017","4.98","5.14","5.14","4.98","0.76K","0.00%"
"Feb 06, 2017","4.98","5.04","5.19","4.98","2.96K","-5.14%"
"Feb 03, 2017","5.25","5.25","5.25","5.25","0.39K","0.00%"
"Feb 02, 2017","5.25","5.25","5.25","5.25","0.00K","3.14%"
"Feb 01, 2017","5.09","5.09","5.09","5.09","0.21K","-3.96%"
"Jan 30, 2017","5.30","5.09","5.35","5.04","394.86K","4.13%"
"Jan 27, 2017","5.09","5.09","5.19","5.04","4.45K","0.00%"
"Jan 26, 2017","5.09","5.04","5.09","4.93","63.35K","2.21%"
"Jan 25, 2017","4.98","4.88","4.98","4.88","103.18K","1.01%"
"Jan 24, 2017","4.93","4.93","4.93","4.93","2.95K","0.00%"
"Jan 23, 2017","4.93","4.98","5.04","4.93","0.76K","-2.18%"
"Jan 20, 2017","5.04","5.04","5.04","5.04","1.91K","0.00%"
"Jan 19, 2017","5.04","5.04","5.04","5.04","4.83K","0.00%"
"Jan 18, 2017","5.04","5.04","5.04","5.04","0.96K","0.00%"
"Jan 17, 2017","5.04","5.04","5.09","4.98","20.92K","1.20%"
"Jan 16, 2017","4.98","4.98","5.04","4.98","2.22K","0.00%"
"Jan 13, 2017","4.98","4.93","5.04","4.72","19.37K","2.05%"
"Jan 11, 2017","4.88","4.88","4.88","4.83","2.20K","3.39%"
"Jan 10, 2017","4.72","4.88","4.88","4.72","0.18K","-3.28%"
"Jan 09, 2017","4.88","4.93","4.93","4.62","0.69K","4.50%"
"Jan 06, 2017","4.67","4.77","4.77","4.67","16.79K","-3.31%"
"Jan 05, 2017","4.83","4.83","4.83","4.67","4.30K","0.00%"
"Jan 04, 2017","4.83","4.83","4.83","4.72","0.51K","0.00%"
"Jan 03, 2017","4.83","4.83","4.83","4.83","16.39K","0.00%"
"Jan 02, 2017","4.83","4.88","4.88","4.83","9.55K","-1.02%"
"Dec 30, 2016","4.88","4.88","4.88","4.88","0.01K","0.00%"
"Dec 29, 2016","4.88","4.88","4.88","4.67","9.77K","-1.01%"
"Dec 28, 2016","4.93","4.93","4.93","4.72","5.85K","4.45%"
"Dec 27, 2016","4.72","4.93","4.93","4.72","7.65K","-4.26%"
"Dec 23, 2016","4.93","4.93","4.98","4.72","16.69K","0.00%"
"Dec 22, 2016","4.93","4.83","4.93","4.72","11.63K","2.07%"
"Dec 21, 2016","4.83","4.83","4.83","4.83","0.48K","1.26%"
